trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,material,water,CO2_total,Water_total,Employment_total,impact_intensity
787,2022,CN,CN,BASIC,RUBBE,8891.79,1.4276610636089974e+16,6.0,6.0,1.4276609683228332e+16,281745913.5,0.0,671115728.835,1.376049560902797e+16,671115728.835,281745913.5,1605594670599.505
3549,2022,CN,CN,ELEC1,RETA1,2695.16,1.39942179745858e+16,2.0,2.0,1.3994217507554434e+16,0.0,0.0,467031365.731,1.3994217507554434e+16,467031365.731,0.0,5192351465065.451
3483,2022,CN,CN,ELEC1,FOOD5,2520.09,1.308515137985513e+16,2.0,2.0,1.3085150943162196e+16,0.0,0.0,436692934.956,1.3085150943162196e+16,436692934.956,0.0,5192334948297.533
701,2022,CN,CN,BASIC,CEMEN,7384.22,1.1856070025252586e+16,6.0,6.0,1.1856069233944716e+16,233977052.743,0.0,557330817.442,1.1427460178146178e+16,557330817.442,233977052.743,1605595448842.611
731,2022,CN,CN,BASIC,FURNI,7340.94,1.1786577820836578e+16,6.0,6.0,1.1786577034166816e+16,232605638.678,0.0,554064123.925,1.1360480192622804e+16,554064123.925,232605638.678,1605595171849.4604
3455,2022,CN,CN,ELEC1,BUSIN,2265.33,1.1762389484208868e+16,2.0,2.0,1.1762389091660686e+16,0.0,0.0,392548182.045,1.1762389091660686e+16,392548182.045,0.0,5192351438513.978
3486,2022,CN,CN,ELEC1,FURNI,2159.21,1.1211369743597172e+16,2.0,2.0,1.1211369369438264e+16,0.0,0.0,374158908.527,1.1211369369438264e+16,374158908.527,0.0,5192348008575.901
12213,2022,CN,CN,RUBBE,FURNI,41132.62,1.0743946151903224e+16,3.0,3.0,1.0743944948311452e+16,1203591771.746,0.0,0.0,1.0743944948311452e+16,0.0,1203591771.746,261202572359.9232
3496,2022,CN,CN,ELEC1,LANDT,2023.47,1.0506536046133726e+16,2.0,2.0,1.050653569549735e+16,0.0,0.0,350636376.226,1.050653569549735e+16,350636376.226,0.0,5192335960569.579
3548,2022,CN,CN,ELEC1,RESEA,1964.29,1.0199251454135998e+16,2.0,2.0,1.0199251113754682e+16,0.0,0.0,340381316.391,1.0199251113754682e+16,340381316.391,0.0,5192334866102.255
10076,2022,CN,CN,PFERT,VEGET,57514.86,1.0148553580914942e+16,1.0,1.0,1.0148553580914942e+16,0.0,0.0,0.0,1.0148553580914942e+16,0.0,0.0,176450982944.49368
696,2022,CN,CN,BASIC,BITUM,6206.16,9964575680697948.0,6.0,6.0,9964575015633796.0,196648808.976,0.0,468415343.175,9604345414691806.0,468415343.175,196648808.976,1605594390202.307
3482,2022,CN,CN,ELEC1,FISH5,1913.58,9935974173429748.0,2.0,2.0,9935973841834828.0,0.0,0.0,331594919.881,9935973841834828.0,331594919.881,0.0,5192348463837.283
12183,2022,CN,CN,RUBBE,CHEM1,36973.24,9657504886159932.0,3.0,3.0,9657503804276862.0,1081883067.193,0.0,0.0,9657503804276862.0,0.0,1081883067.193,261202558557.48462
12247,2022,CN,CN,RUBBE,OFFIC,35116.84,9172608096470426.0,3.0,3.0,9172607068907976.0,1027562449.985,0.0,0.0,9172607068907976.0,0.0,1027562449.985,261202548306.4657
13828,2022,CN,CN,VEGET,FOOD5,138845.26,8880189994088625.0,9.0,7.0,8879972408684530.0,15806418043.227,121393692444.915,80385293606.624,8879972408684530.0,0.0,15806418043.227,63957458786.05164
12205,2022,CN,CN,RUBBE,ELECT,33877.41,8848864530321755.0,3.0,3.0,8848863539026714.0,991295040.705,0.0,0.0,8848863539026714.0,0.0,991295040.705,261202510177.7779
1800,2022,CN,CN,CHEM1,CHEM1,130220.32,8387688374157584.0,1.0,1.0,8387688374157584.0,0.0,0.0,0.0,8387688374157584.0,0.0,0.0,64411517143.84962
3479,2022,CN,CN,ELEC1,ELECT,1584.89,8229319316431283.0,2.0,2.0,8229319041792840.0,0.0,0.0,274638443.275,8229319041792840.0,274638443.275,0.0,5192359921780.87
3511,2022,CN,CN,ELEC1,MOTOR,1570.36,8153850050045590.0,2.0,2.0,8153849777925794.0,0.0,0.0,272119794.886,8153849777925794.0,272119794.886,0.0,5192344462445.293
2465,2022,CN,CN,CONST,CONST,111138.54,7774877811691315.0,6.0,6.0,7774856281930691.0,21529760624.384,0.0,0.0,7774856281930691.0,0.0,21529760624.384,69956630811.33975
3440,2022,CN,CN,ELEC1,93197,1495.67,7766021402576955.0,2.0,2.0,7766021143400230.0,0.0,0.0,259176724.882,7766021143400230.0,259176724.882,0.0,5192336145390.998
2829,2022,CN,CN,CRUDE,MOTOR,82597.07,7592581585349825.0,2.0,2.0,7592564379668517.0,0.0,17205681308.475,0.0,7592564379668517.0,0.0,0.0,91923134626.323
3572,2022,CN,CN,ELEC1,WHOLE,1431.26,7431589608294144.0,2.0,2.0,7431589360278467.0,0.0,0.0,248015676.947,7431589360278467.0,248015676.947,0.0,5192340740532.219
3491,2022,CN,CN,ELEC1,HOTEL,1414.06,7342281823160843.0,2.0,2.0,7342281578125650.0,0.0,0.0,245035193.369,7342281578125650.0,245035193.369,0.0,5192341076871.45
3487,2022,CN,CN,ELEC1,GASDI,1385.42,7193601917810651.0,2.0,2.0,7193601677737377.0,0.0,0.0,240073274.141,7193601677737377.0,240073274.141,0.0,5192361823714.578
2818,2022,CN,CN,CRUDE,GASDI,72869.93,6698431920894153.0,2.0,2.0,6698416741460965.0,0.0,15179433187.758,0.0,6698416741460965.0,0.0,0.0,91923128249.11665
713,2022,CN,CN,BASIC,CRUDE,4030.84,6471894946712900.0,6.0,6.0,6471894514760204.0,127721487.986,0.0,304231207.59,6237928894075634.0,304231207.59,127721487.986,1605594602294.5342
4654,2022,CN,CN,FABRI,FABRI,100065.55,6431985473148403.0,2.0,2.0,6431982901043498.0,0.0,0.0,2572104905.015,6431982901043498.0,2572104905.015,0.0,64277720685.57463
2124,2022,CN,CN,COKEO,BASIC,92129.46,6065788268804662.0,1.0,1.0,6065788268804662.0,0.0,0.0,0.0,6065788268804662.0,0.0,0.0,65839833087.10006
9050,2022,CN,CN,NONME,CERAM,29276.87,6019370233627117.0,1.0,1.0,6019370233627117.0,0.0,0.0,0.0,6019370233627117.0,0.0,0.0,205601563064.19086
1593,2022,CN,CN,CEMEN,CEMEN,4900.53,5565896730339759.0,3.0,1.0,5565896730339759.0,0.0,0.0,0.0,5565896730339759.0,0.0,0.0,1135774442833.6853
788,2022,CN,CN,BASIC,SALEM,3457.54,5551400836250160.0,6.0,6.0,5551400465733863.0,109555729.976,0.0,260960567.83,5350711648468404.0,260960567.83,109555729.976,1605592657279.4993
3499,2022,CN,CN,ELEC1,LEATH,1049.25,5448084597361760.0,2.0,2.0,5448084415541926.0,0.0,0.0,181819834.073,5448084415541926.0,181819834.073,0.0,5192360826649.283
5573,2022,CN,CN,FURNI,HEALT,26662.31,5389273587638537.0,1.0,1.0,5389273587638537.0,0.0,0.0,0.0,5389273587638537.0,0.0,0.0,202130782653.06107
7174,2022,CN,CN,LANDT,WHOLE,32680.77,5269543708843783.0,2.0,2.0,5269542972804858.0,736038925.321,0.0,0.0,5269542972804858.0,0.0,736038925.321,161242948340.68423
3464,2022,CN,CN,ELEC1,COMPU,1002.39,5204739636145790.0,2.0,2.0,5204739462447148.0,0.0,0.0,173698642.179,5204739462447148.0,173698642.179,0.0,5192329967523.409
3559,2022,CN,CN,ELEC1,SUPPO,1001.12,5198179795318983.0,2.0,2.0,5198179621839263.0,0.0,0.0,173479719.519,5198179621839263.0,173479719.519,0.0,5192364347250.0625
5540,2022,CN,CN,FURNI,CONST,25466.72,5147607364093887.0,1.0,1.0,5147607364093887.0,0.0,0.0,0.0,5147607364093887.0,0.0,0.0,202130755907.86276
12216,2022,CN,CN,RUBBE,GLASS,19698.54,5145309394250318.0,3.0,3.0,5145308817846456.0,576403861.528,0.0,0.0,5145308817846456.0,0.0,576403861.528,261202576142.71503
12267,2022,CN,CN,RUBBE,RADIO,19626.03,5126367904937322.0,3.0,3.0,5126367330655384.0,574281939.065,0.0,0.0,5126367330655384.0,0.0,574281939.065,261202490006.24796
3569,2022,CN,CN,ELEC1,WEARI,966.7,5019428230865090.0,2.0,2.0,5019428063350876.0,0.0,0.0,167514213.806,5019428063350876.0,167514213.806,0.0,5192332917001.23
12553,2022,CN,CN,SEACO,SEACO,30677.62,5010161695149224.0,1.0,1.0,5010161695149224.0,0.0,0.0,0.0,5010161695149224.0,0.0,0.0,163316505489.97034
7111,2022,CN,CN,LANDT,HOTEL,30810.95,4968047469008334.0,2.0,2.0,4968046775081778.0,693926556.467,0.0,0.0,4968046775081778.0,0.0,693926556.467,161242917502.00284
12208,2022,CN,CN,RUBBE,FISH5,18736.06,4893907402948581.0,3.0,3.0,4893906854708056.0,548240525.278,0.0,0.0,4893906854708056.0,0.0,548240525.278,261202590243.01697
12206,2022,CN,CN,RUBBE,FABRI,18581.57,4853553403324640.0,3.0,3.0,4853552859604776.0,543719863.947,0.0,0.0,4853552859604776.0,0.0,543719863.947,261202546573.0097
7143,2022,CN,CN,LANDT,POULT,28761.93,4637657911452463.0,2.0,2.0,4637657263674034.0,647778428.979,0.0,0.0,4637657263674034.0,0.0,647778428.979,161242931592.29797
5593,2022,CN,CN,FURNI,MOTO1,22776.91,4603914711658582.0,1.0,1.0,4603914711658582.0,0.0,0.0,0.0,4603914711658582.0,0.0,0.0,202130785592.0132
