trade_id,year,region1,region2,industry1,industry2,amount
45711,2019,JP,KR,CHEM1,MOTOR,513.42
74325,2019,WA,KR,MEAT1,HOTEL,510.72
12820,2019,CN,KR,MEDIC,TRANS,507.28
72278,2019,WA,KR,CRUDE,HEAVY,498.54
69159,2019,US,KR,NATU1,GASDI,492.48
67559,2019,US,KR,CRUDE,PLAST,491.11
11487,2019,CN,KR,FABRI,MACHI,487.16
71300,2019,WA,KR,BASIC,BASIC,482.15
43574,2019,IT,KR,LEATH,LEATH,476.87
84967,2019,WM,KR,NATU1,NAPHT,471.55
39722,2019,IE,KR,RENTI,COMPU,467.77
18117,2019,DE,KR,MACHI,MOTO1,464.45
67324,2019,US,KR,CHEM1,HEALT,462.44
45254,2019,JP,KR,BASIC,MACHI,454.69
71326,2019,WA,KR,BASIC,FABRI,447.68
69128,2019,US,KR,NATU1,CHEM1,447.33
74782,2019,WA,KR,MOTOR,GASDI,446.53
3856,2019,AU,KR,WHEAT,FOOD5,443.07
69508,2019,US,KR,OILSE,FURNI,441.72
70678,2019,US,KR,WHEAT,FOOD5,439.23
68946,2019,US,KR,MEATP,HOTEL,434.81
75567,2019,WA,KR,PLAST,RUBBE,433.62
45952,2019,JP,KR,COPP1,COPP1,433.18
12071,2019,CN,KR,GLASS,GLASS,429.92
74145,2019,WA,KR,LEATH,LEATH,428.07
76092,2019,WA,KR,RADIO,RADIO,419.30
43697,2019,IT,KR,MACHI,MACHI,415.77
77044,2019,WA,KR,SUGA1,FOOD5,397.96
76764,2019,WA,KR,RUBBE,MOTO1,393.58
84761,2019,WM,KR,MOTOR,GASDI,392.22
14210,2019,CN,KR,RUBBE,RUBBE,389.90
31526,2019,GB,KR,MOTO1,MOTO1,387.99
11385,2019,CN,KR,ELECT,RADIO,384.10
73331,2019,WA,KR,GLASS,GLASS,381.53
48924,2019,JP,KR,SEACO,SEACO,381.15
79202,2019,WF,KR,CRUDE,GASDI,377.97
10607,2019,CN,KR,BASIC,MOTO1,377.60
84248,2019,WM,KR,HEAVY,STEAM,368.50
47045,2019,JP,KR,HEAVY,STEAM,364.71
72292,2019,WA,KR,CRUDE,PLAST,363.84
12595,2019,CN,KR,MACHI,MOTO1,357.96
12248,2019,CN,KR,HEAVY,STEAM,355.43
16834,2019,DE,KR,CHEM1,PLAST,354.31
48759,2019,JP,KR,RUBBE,RUBBE,353.81
84022,2019,WM,KR,GASDI,LANDT,353.62
14045,2019,CN,KR,RADIO,MOTO1,346.41
69199,2019,US,KR,NATU1,PLAST,343.42
72581,2019,WA,KR,FABRI,CONST,337.91
11069,2019,CN,KR,CHEM1,TEXTI,335.01
11547,2019,CN,KR,FABRI,TRANS,332.71
82803,2019,WL,KR,VEGET,FOOD5,332.02
11495,2019,CN,KR,FABRI,MOTO1,331.88
2952,2019,AU,KR,MEATC,HOTEL,328.31
73821,2019,WA,KR,KEROS,AIRTR,328.18
69464,2019,US,KR,OFFIC,OFFIC,327.16
67562,2019,US,KR,CRUDE,REFI1,325.22
14124,2019,CN,KR,RUBBE,CONST,322.71
48941,2019,JP,KR,SEACO,WHOLE,321.31
67349,2019,US,KR,CHEM1,MOTOR,320.14
60295,2019,RU,KR,CRUDE,HEAVY,314.23
3442,2019,AU,KR,PRECI,PREC1,313.61
69167,2019,US,KR,NATU1,KEROS,311.93
45759,2019,JP,KR,CHEM1,TEXTI,310.22
45258,2019,JP,KR,BASIC,MOTO1,307.36
74716,2019,WA,KR,MOTO1,MOTO1,304.08
66949,2019,US,KR,BASIC,CONST,304.03
74756,2019,WA,KR,MOTOR,CHEM1,303.70
10450,2019,CN,KR,ALUM1,FABRI,302.41
50990,2019,MX,KR,CRUDE,HEAVY,302.04
11030,2019,CN,KR,CHEM1,OFFIC,298.91
73124,2019,WA,KR,FURNI,FURNI,295.42
48673,2019,JP,KR,RUBBE,CONST,292.83
77963,2019,WA,KR,WOODW,FURNI,285.99
13047,2019,CN,KR,NONF1,LEAD1,285.55
74789,2019,WA,KR,MOTOR,KEROS,283.85
10940,2019,CN,KR,CHEM1,BASIC,282.59
75854,2019,WA,KR,PUBLI,COKE1,279.80
46234,2019,JP,KR,FABRI,FABRI,277.08
45720,2019,JP,KR,CHEM1,OFFIC,276.80
18790,2019,DE,KR,PLAST,RUBBE,276.72
72973,2019,WA,KR,FOOD5,FOOD5,272.70
84736,2019,WM,KR,MOTOR,CHEM1,266.77
27557,2019,FR,KR,MACHI,MACHI,266.67
85203,2019,WM,KR,PFERT,COPP1,265.16
77535,2019,WA,KR,VEGE1,FOOD5,262.96
53452,2019,NL,KR,MACHI,MACHI,261.74
45630,2019,JP,KR,CHEM1,BASIC,261.68
76803,2019,WA,KR,RUBBE,RUBBE,259.14
61165,2019,RU,KR,NAPHT,PLAST,258.67
12969,2019,CN,KR,NAPHT,PLAST,257.55
14769,2019,CN,KR,WOODW,WOODW,256.84
79193,2019,WF,KR,CRUDE,CHEM1,256.81
73628,2019,WA,KR,HEAVY,STEAM,256.68
10752,2019,CN,KR,BITUM,ELEC1,256.56
11907,2019,CN,KR,FURNI,MOTO1,256.29
35912,2019,ID,KR,BASIC,CONST,253.20
10962,2019,CN,KR,CHEM1,CONST,252.70
9435,2019,CH,KR,CHEM1,PLAST,251.51
11425,2019,CN,KR,FABRI,BASIC,251.20
84768,2019,WM,KR,MOTOR,KEROS,249.33
43747,2019,IT,KR,MACHI,TRANS,248.76
72619,2019,WA,KR,FABRI,MACHI,246.72
84070,2019,WM,KR,GASDI,SEACO,243.18
71094,2019,WA,KR,ALUM1,FABRI,242.90
11073,2019,CN,KR,CHEM1,TRANS,241.91
83597,2019,WM,KR,CRUDE,LUBRI,241.79
72295,2019,WA,KR,CRUDE,REFI1,240.94
79205,2019,WF,KR,CRUDE,KEROS,240.30
73225,2019,WA,KR,GASDI,LANDT,240.05
18207,2019,DE,KR,MEATP,HOTEL,239.30
18067,2019,DE,KR,MACHI,CONST,239.16
75364,2019,WA,KR,PAPER,PAPER,239.12
69181,2019,US,KR,NATU1,MOTOR,236.49
84946,2019,WM,KR,NATU1,HEAVY,235.56
45652,2019,JP,KR,CHEM1,CONST,234.01
10475,2019,CN,KR,ALUM1,MOTO1,233.88
75199,2019,WA,KR,OFFIC,LEATH,233.44
72213,2019,WA,KR,CROPS,HOTEL,231.37
73759,2019,WA,KR,INSUR,INSUR,230.67
60806,2019,RU,KR,HEAVY,STEAM,229.42
60309,2019,RU,KR,CRUDE,PLAST,229.33
13258,2019,CN,KR,OFFIC,LEATH,228.88
13157,2019,CN,KR,NONME,NONME,228.42
1886,2019,AU,KR,BITUM,CEMEN,227.32
14060,2019,CN,KR,RADIO,POSTT,226.27
6918,2019,BR,KR,MEAT1,HOTEL,225.33
71654,2019,WA,KR,CERAM,CONST,225.02
45763,2019,JP,KR,CHEM1,TRANS,224.02
67059,2019,US,KR,BEVER,RETA1,223.95
14339,2019,CN,KR,TEXTI,PREC1,223.54
14180,2019,CN,KR,RUBBE,OFFIC,222.11
67820,2019,US,KR,FABRI,FABRI,221.92
77571,2019,WA,KR,VEGE1,PUBLI,221.47
51004,2019,MX,KR,CRUDE,PLAST,220.44
40359,2019,IN,KR,ALUM1,FABRI,219.25
70297,2019,US,KR,RUBBE,MOTO1,218.36
76717,2019,WA,KR,RUBBE,CONST,214.48
36177,2019,ID,KR,COPP1,COPP1,214.00
31371,2019,GB,KR,MACHI,MACHI,213.65
75066,2019,WA,KR,NONME,CONST,211.97
12770,2019,CN,KR,MEDIC,MOTO1,211.20
17471,2019,DE,KR,FOOD5,FOOD5,209.88
46828,2019,JP,KR,GLASS,GLASS,208.40
66839,2019,US,KR,ALUM1,FABRI,207.94
60485,2019,RU,KR,FISH5,HOTEL,206.12
11504,2019,CN,KR,FABRI,OFFIC,204.84
11647,2019,CN,KR,FISHF,FISH5,202.95
41374,2019,IN,KR,LEAD1,ELECT,202.54
48729,2019,JP,KR,RUBBE,OFFIC,201.55
75159,2019,WA,KR,OFFIC,ALUM1,200.87
63034,2019,SE,KR,MOTO1,MOTO1,199.52
39730,2019,IE,KR,RENTI,EDUCA,199.18
77023,2019,WA,KR,SUGA1,BEVER,197.19
13218,2019,CN,KR,OFFIC,ALUM1,196.95
18144,2019,DE,KR,MACHI,PUBLI,195.41
83568,2019,WM,KR,CRUDE,BITU1,195.18
84982,2019,WM,KR,NATU1,PFERT,195.13
67397,2019,US,KR,CHEM1,TEXTI,193.44
11378,2019,CN,KR,ELECT,POSTT,193.05
71832,2019,WA,KR,CHEM1,PLAST,192.61
46148,2019,JP,KR,ELECT,MOTO1,191.72
47751,2019,JP,KR,NONME,CONST,190.37
72024,2019,WA,KR,CONST,COKE1,188.67
71118,2019,WA,KR,ALUM1,MOTO1,187.85
67547,2019,US,KR,CRUDE,LIQUE,187.66
80925,2019,WL,KR,CHEM1,PLAST,187.25
69182,2019,US,KR,NATU1,NAPHT,186.64
79066,2019,WF,KR,BITUM,ELEC1,185.26
72139,2019,WA,KR,COPP1,COPP1,184.66
12549,2019,CN,KR,MACHI,CONST,184.33
10994,2019,CN,KR,CHEM1,GASDI,184.31
78000,2019,WA,KR,WOODW,PAPER,182.52
10982,2019,CN,KR,CHEM1,FABRI,182.39
42209,2019,IN,KR,TEXTI,TEXTI,182.37
66937,2019,US,KR,BASIC,BASIC,181.83
11588,2019,CN,KR,FISH5,HOTEL,181.74
74378,2019,WA,KR,MEAT4,HOTEL,181.67
14621,2019,CN,KR,WEARI,PUBLI,181.55
31662,2019,GB,KR,OFFIC,OFFIC,181.24
14041,2019,CN,KR,RADIO,MACHI,181.16
67611,2019,US,KR,DAIRY,LEATH,179.76
11004,2019,CN,KR,CHEM1,KEROS,179.24
79630,2019,WF,KR,KEROS,AIRTR,178.86
12500,2019,CN,KR,LEATH,TEXTI,178.06
84878,2019,WM,KR,NAPHT,PLAST,177.93
48370,2019,JP,KR,PUBLI,COKE1,176.83
14503,2019,CN,KR,VEGET,FOOD5,175.60
14442,2019,CN,KR,TRANS,TRANS,174.80
30417,2019,GB,KR,CRUDE,GASDI,174.46
68704,2019,US,KR,LIQUE,MOTOR,174.30
