trade_id,factor_id,level
18918,8,2284236509622
18919,8,2090070842
18920,8,2886677041
18921,8,11311079142
18922,8,448247620403
18923,8,1654616048
18924,8,262543088564
18925,8,5766474308
18926,8,936278748
18927,8,93931975480
18928,8,222118104792
18929,8,5534625550
18930,8,151607955024
18931,8,51772637177
18932,8,19300167438
18933,8,2118040036455
18934,8,1019928612
18935,8,11547066406
18936,8,254155968091
18937,8,19428205865
18938,8,6961081072
18939,8,8369410567
18940,8,291668646959
18941,8,50656544777
18942,8,3262745021
18943,8,2970852182088
18944,8,950911668
18945,8,4366480189
18946,8,1275279249
18947,8,4178849447
18948,8,23342881100
18949,8,8596208431
18950,8,365703657225
18951,8,19254440135
18952,8,8098855083
18953,8,3672774910096
18954,8,6806343918
18955,8,51619132544
18956,8,5092647501
18957,8,407067289177
18958,8,618415827211
18959,8,104972113073
18960,8,2581202580386
18961,8,177636100984
18962,8,9601032708380
18963,8,530399882692
18964,8,22343718833
18965,8,237765547261
18966,8,9284689213
18967,8,8629992885
18968,8,370482297824
18969,8,4541019866
18970,8,1432082696
18971,8,17843618308949
18972,8,212483265079
18973,8,880276684
18974,8,85244918798
18975,8,59848955210
18976,8,5202487757
18977,8,114057120066
18978,8,356862958514
18979,8,74623515735
18980,8,48267123925
18981,8,175700068450
18982,8,9821266121
18983,8,12361489965
18984,8,9721084269
18985,8,11052275852
18986,8,8501978955624
18987,8,67179407789
18988,8,112281512704
18989,8,83801872634
18990,8,10503430462
18991,8,92791651963
18992,8,1680551425364
18993,8,610919244225
18994,8,3926774141
18995,8,7556257948
18996,8,6307038506
18997,8,832529810683
18998,8,426929881396
18999,8,831297642
19000,8,752544481
19001,8,184746042091
19002,8,1456654076118
19003,8,256657934865
19004,8,139531593263
19005,8,180172490302
19006,8,12455579563
19007,8,15889569594
19008,8,1529760679
19009,8,6998862785
19010,8,81174074397
19011,8,1346004228
19012,8,202247274714
19013,8,158011966807
19014,8,100975636451
19015,8,22706492464
19016,8,2183985183
19017,8,2379884990
19018,8,261731887539
19019,8,69065286788
19020,8,7918396619
19060,8,345579276154
19061,8,3408711989
19062,8,1338167757
19063,8,1449214941
19064,8,132583093448
19065,8,1379999322
19066,8,22793888045
19067,8,3216409237
19068,8,772488965
19069,8,786483142
19070,8,1707953126
19071,8,1061476224300
19072,8,3150307896
19073,8,4930696645
19074,8,654213524
19075,8,954221620
19076,8,28016642670
19077,8,29302907193
19078,8,1280041205886
19079,8,729790673
19080,8,7305756817
19081,8,1086410044
19082,8,691402072
19083,8,5850463372
19084,8,3173243818
19085,8,2215289929622
19086,8,771576513
19087,8,86063436432
19088,8,207852251133
19089,8,2201260050159
19090,8,57627844039
19091,8,7267547180009
19092,8,9783635074
19093,8,7082432983
19094,8,75827972100
19095,8,2857276011
19096,8,1285133455
19097,8,118218540065
19098,8,1250486630
19099,8,3258289105
19100,8,29308608524
19101,8,66194086557
19102,8,10905564513
19103,8,2419678233006
19104,8,1093741614
19105,8,643746293
19106,8,920176498
19107,8,119565460383
19108,8,23729582967
19109,8,5098314848
19110,8,4446685843
19111,8,852311295
19112,8,2321109610
19113,8,1976452741
19114,8,4550393079280
19115,8,1272773479
19116,8,11289665828
19117,8,2526260451
19118,8,3313635891
19119,8,4918372346
19120,8,459854833702
19121,8,1329481955515
19122,8,2771445863
19123,8,4337595942
19124,8,155212803204
19125,8,81844361423
19126,8,99411490439
19127,8,6393850915
19128,8,487319215075
19129,8,1612326514
19130,8,96718301878
19131,8,4247848750
19132,8,8823777936
19133,8,3057625200
19134,8,4057439473
19135,8,2146484681
19136,8,1115581784
19137,8,1497814001
19138,8,7397219406
19139,8,10345837507
19140,8,6501882133
19141,8,1969483192
19142,8,707823145
19143,8,69462584417
19144,8,1130796770
19608,8,606764732031
19609,8,7662303207
19610,8,1474763207
19611,8,751855472
19612,8,43823979411
19613,8,1784142971
19614,8,434130664542
19615,8,1134080780
19616,8,8107487959
19617,8,405301591258
19618,8,79178670977
19619,8,202421307228
19620,8,1560425487
19621,8,134941445708
19622,8,145534389519
19623,8,1018266189738
19624,8,1114798164
19625,8,1371964159
19626,8,3306662849
19627,8,160019613769
19628,8,341590270630
19629,8,1882466127
19630,8,11031565256
19631,8,627575299490
19632,8,25926453434
19633,8,3470653519
19634,8,71387590095
19635,8,167622006776
19636,8,187297846910
19637,8,1183520213995
19638,8,1962065170
19639,8,816297464
19640,8,811968450
19641,8,238707891476
19642,8,99127561419
19643,8,107796753683
19644,8,681741007582
19645,8,28164982660
19646,8,384992818272
19647,8,102205325561
19648,8,3388013393
19649,8,37915535865
19650,8,141108628453
19651,8,76618254990
19652,8,57893391603
19653,8,763585472
19654,8,3657488732
19655,8,315448498977
19656,8,139751886629
19657,8,5626546857
19658,8,97599181799
19659,8,1736795366
19660,8,17012323625
19661,8,29747231746
19662,8,37752468627
19663,8,56969618029
19664,8,11688694310
19665,8,19834670168
19666,8,44862953672
19667,8,6641170912
19668,8,817785303
19669,8,44598289451
19670,8,950242979
19671,8,80625258490
19672,8,6040527438
19673,8,2614675808600
19674,8,370616086066
19675,8,127484056787
19676,8,240907766370
19677,8,2309015021
19678,8,2238449742301
19679,8,33213371912
19680,8,1492969263665
19681,8,14439935554
19682,8,29281341238
19683,8,2274757227
19684,8,117504476114
19685,8,106223198629
19686,8,7899536364
19687,8,393631281242
19688,8,790331636515
19689,8,2881351606
19690,8,32652078296
19691,8,39201949268
19692,8,1997940400
19693,8,1016283712
19694,8,5863949736
19695,8,4435581654
19696,8,200532682923
19697,8,166551559515
19698,8,119513722163
19699,8,11883496504
19700,8,7613696936
19701,8,26790397694
19702,8,364688378917
19703,8,99098669436
19704,8,681904359454
19705,8,91197430949
29875,414,519119128199
29876,414,82238343741
29877,414,13716259244
29878,414,332468230558
29879,414,4282861325
29880,414,117764473023
29881,414,14125259033
29882,414,2829641615
29883,414,78298551965
29884,414,802373708212
29885,414,39565697891
29886,414,100446750669
29887,414,69499527195
29888,414,42638952888
29889,414,872405950
29890,414,283294854154
29891,414,94410759423
29892,414,434085225708
29893,414,8538035808
29894,414,60237819974
29895,414,5036389557
29896,414,9911638182
29897,414,38261198755
29898,414,122968408106
29899,414,6421965243
29900,414,52416845054
29901,414,601041438785
29902,414,1551568660
29903,414,59701955687
29904,414,18912500639
29905,414,11894729522
29906,414,40514789178
29907,414,20281761931
29908,414,5216813471
29909,414,94285643895
29910,414,733379845299
29911,414,114254545502
29912,414,108970638282
29913,414,4889951329
29914,414,3804930776
29915,414,1559264546
29916,414,2791519617
29917,414,257541090393
29918,414,1943813156
29919,414,20817233297
29920,414,57728953801
29921,414,103791561542
29922,414,148528282874
29923,414,86472387860
29924,414,416206968773
29925,414,44561975800
29926,414,244247569909
29927,414,2047445188
29928,414,172717115218
29929,414,392505648563
29930,414,3087280798
29931,414,5009198742
29932,414,59977967112
29933,414,487845017840
29934,414,47473857871
29935,414,94728935097
29936,414,99257964659
29937,414,2669118925
29938,414,275765164129
29939,414,114998078008
29940,414,278726920892
29941,414,201070330407
29942,414,30875168197
29943,414,18013127543
29944,414,98856822068
29945,414,71188795570
29946,414,85869204877
29947,414,20009811048
29948,414,87817177845
29949,414,199169519505
29950,414,262512067836
29951,414,78834529854
29952,414,91056064834
29953,414,1683078708
29954,414,189699499685
29955,414,2024567839
29956,414,12818537131
29957,414,1281269005
29958,414,34565075315
29959,414,4876353152
29960,414,7907479944
29961,414,4025957466
29962,414,5511761060
29963,414,67569447048
29964,414,850775842075
29965,414,49673061129
29966,414,1790714156
29967,414,2206977201
29968,414,76900043524
29969,414,5266824646
29970,414,65064749785
29971,414,49847543277
29972,414,217132131886
29973,414,168043756257
29974,414,269385463362
29975,414,4937567713
29976,414,58896252130
29977,414,38595085107
29978,414,133358364041
29979,414,72805778223
29980,414,218242974871
29981,414,597667997854
29982,414,18427803490
29983,414,274690630051
29984,414,412827434569
29985,414,71674674152
29986,414,2509577950
29987,414,219364490440
29988,414,3001354516
29989,414,187806395423
29990,414,1406899998
29991,414,3397557570
29992,414,2154507599
29993,414,5594091258
29994,414,45868757123
29995,414,15972163761
29996,414,2043086126
29997,414,3673989974
29998,414,95489206414
29999,414,95909569496
30000,414,54941437620
30001,414,146935335150
30002,414,33250513954
30003,414,23702622566
30004,414,121021525466
30005,414,1744743014
30006,414,125722133901
30007,414,90329991443
30008,414,835252113
30009,414,274833885190
30010,414,2765233547
30011,414,80275651477
30012,414,21623226766
30180,414,101908636453775
30180,412,3822281046466
30181,414,60585100006322
30181,412,2272361671304
30182,414,81518396671029
30182,412,3057505559652
30183,414,1071642208080
30183,412,40194019301
30184,414,12572309288739
30184,412,471548841952
30185,414,25212000899231
30185,412,945624988558
30186,414,11653767399180
30186,412,437097147012
30187,414,72967776263
30187,412,2736797959
30188,414,1523846128017
30188,412,57154804299
30189,414,16177224262
30189,412,606758169
30190,414,106594862002
30190,412,3998047024
30191,414,7991549992519
30191,412,299738580862
30192,414,53815577454807
30192,412,2018457599552
30193,414,761472917400
30193,412,28560518528
30194,414,273793055842145
30194,412,10269139539258
30195,414,44278938807134
30195,412,1660767472214
30196,414,5090704059930
30196,412,190936728412
30197,414,8738083894265
30197,412,327738782636
30198,414,122663966889660
30198,412,4600749966263
30199,414,82418899665
30199,412,3091280671
30200,414,238426688701
30200,412,8942655352
30201,414,281021939740
30201,412,10540272849
30202,414,6203099755637
30202,412,232659286302
30203,414,23970204954748
30203,412,899049023387
30204,414,9506710012131
30204,412,356567595820
30205,414,48828495813688
30205,412,1831407430917
30206,414,530134336256
30206,412,19883716396
30207,414,1531215105642
30207,412,57431192095
30208,414,8204156214711
30208,412,307712789543
30209,414,9051476122740
30209,412,339493165942
30210,414,5390163264861
30210,412,202168526649
30211,414,23496595862894
30211,412,881285395904
30212,414,66770305752886
30212,412,2504349808092
30213,414,150317303129
30213,412,5637941971
30214,414,24489558580532
30214,412,918528388329
30215,414,1494436196023
30215,412,56051727763
30216,414,6427214191021
30216,412,241065132836
30217,414,336311655925427
30217,412,12614020880677
30218,414,2156366814379
30218,412,80878719318
30219,414,7034909723314615
30219,412,263857932308015
30220,414,11372335135148
30220,412,426541484154
30221,414,53376560344763
30221,412,2001991411433
30222,414,8059658077261
30222,412,302293106666
30223,414,255333943279
30223,412,9576794724
30224,414,6034528170069
30224,412,226336682066
30225,414,16910704570
30225,412,634268771
30226,414,20390927195907
30226,412,764801269578
30227,414,234190247071
30227,412,8783759393
30228,414,2335643111091
30228,412,87602824505
30229,414,481835370824259
30229,412,18072170029021
30230,414,395487234409661
30230,412,14833515713743
30231,414,66283028568695
30231,412,2486073532300
30232,414,17383463478455
30232,412,652000510337
30233,414,31014078597246
30233,412,1163243164868
30234,414,24608292206286
30234,412,922981723229
30235,414,16825316701307
30235,412,631066133020
30236,414,42103526804
30236,412,1579174426
30237,414,246801398635
30237,412,9256765090
30238,414,8403117618527
30238,412,315175222849
30239,414,12499232042005
30239,412,468807938091
30240,414,4896352709215
30240,412,183647204089
30241,414,2582014800980
30241,412,96843472535
30242,414,28722443672921
30242,412,1077290952754
30243,414,55635558328988
30243,412,2086719511814
30244,414,10352575842423
30244,412,388293434213
30245,414,12461264762830
30245,412,467383901654
30246,414,41981679156875
30246,412,1574604293846
30247,414,953582950815
30247,412,35765977899
30248,414,217129974664
30248,412,8143880790
30249,414,7963836332357
30249,412,298699126292
30250,414,8750959580032
30250,412,328221710201
30251,414,19783688470974
30251,412,742025603552
30252,414,8129708421826
30252,412,304920480691
30253,414,3144047958144
30253,412,117923616072
30254,414,25050335254175
30254,412,939561405015
30255,414,10114313427955
30255,412,379356940285
30256,414,2850265433775805
30256,412,106904732749114
30257,414,39287628198731
30257,412,1473558687960
30258,414,9736008849656
30258,412,365167893412
30259,414,113976583674385
30259,412,4274912810919
30260,414,258369059982552
30260,412,9690632662055
30261,414,21783993734761
30261,412,817050931758
30262,414,29287570503028
30262,412,1098487130495
30263,414,98917462061191
30263,412,3710091249945
30264,414,666615512846
30264,412,25002707608
30265,414,214203345185947
30265,412,8034111875937
30266,414,1647494355090
30266,412,61792470852
30267,414,835043633727
30267,412,31319930923
30268,414,106174783040
30268,412,3982291148
30269,414,1100373096856
30269,412,41271627003
30270,414,461827496952
30270,412,17321735917
30271,414,375985248722
30271,412,14102055919
30272,414,210219596294
30272,412,7884693648
30273,414,8741519619797
30273,412,327867646185
30274,414,35020359457854
30274,412,1313506498116
30275,414,57764803389
30275,412,2166580977
30276,414,151525595006336
30276,412,5683261301508
30277,414,31040495437
30277,412,1164233980
30278,414,4124523957788
30278,412,154698269922
30279,414,1457195636586
30279,412,54654948359
30280,414,3446870447608
30280,412,129281560817
30281,414,48380447833521
30281,412,1814602522500
30282,414,96083705651345
30282,412,3603805720155
30283,414,954208621887
30283,412,35789444906
30284,414,78515624060278
30284,412,2944880749466
30285,414,20494533745634
30285,412,768687234154
30286,414,21120824986672
