trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,energy,land,material,water,CO2_total,Water_total,Employment_total,Energy_total,Land_total,impact_intensity
4532,2019,WM,WM,ELEC2,WHEAT,96.76,42637448657130.47,5.0,3.0,42635010353328.39,0.0,2430913411.13,0.0,0.0,7390390.95,42635010353328.39,7390390.95,0.0,2430913411.13,0.0,440651598358.1074
4493,2019,WM,WM,ELEC2,POULT,96.04,42316937149799.336,5.0,3.0,42314517175058.95,0.0,2412639904.01,0.0,0.0,7334836.375,42314517175058.95,7334836.375,0.0,2412639904.01,0.0,440617837877.9606
4376,2019,WM,WM,ELEC2,AIRTR,95.34,42010170747505.95,5.0,3.0,42007768315787.22,0.0,2395150054.479,0.0,0.0,7281664.252,42007768315787.22,7281664.252,0.0,2395150054.479,0.0,440635313063.83417
4999,2019,WM,WM,ELEC6,GASDI,145.54,41660682116062.1,4.0,2.0,41658987286314.95,0.0,1694829747.148,0.0,0.0,0.0,41658987286314.95,0.0,0.0,1694829747.148,0.0,286249018249.70526
4438,2019,WM,WM,ELEC2,GLASS,93.64,41260627759888.88,5.0,3.0,41258268192215.12,0.0,2352415928.535,0.0,0.0,7151745.228,41258268192215.12,7151745.228,0.0,2352415928.535,0.0,440630369071.8591
211,2019,WM,WM,AIRTR,LANDT,445.36,41052294493265.24,1.0,1.0,41052294493265.24,0.0,0.0,0.0,0.0,0.0,41052294493265.24,0.0,0.0,0.0,0.0,92177776390.48239
171,2019,WM,WM,AIRTR,EDUCA,441.61,40706779583656.94,1.0,1.0,40706779583656.94,0.0,0.0,0.0,0.0,0.0,40706779583656.94,0.0,0.0,0.0,0.0,92178120023.67912
191,2019,WM,WM,AIRTR,FOOD5,428.9,39535596324054.18,1.0,1.0,39535596324054.18,0.0,0.0,0.0,0.0,0.0,39535596324054.18,0.0,0.0,0.0,0.0,92179054147.94633
5054,2019,WM,WM,ELEC6,POSTT,137.2,39273099307624.31,4.0,2.0,39271501608940.84,0.0,1597698683.469,0.0,0.0,0.0,39271501608940.84,0.0,0.0,1597698683.469,0.0,286247079501.63495
265,2019,WM,WM,AIRTR,RECRE,425.3,39203823253902.1,1.0,1.0,39203823253902.1,0.0,0.0,0.0,0.0,0.0,39203823253902.1,0.0,0.0,0.0,0.0,92179222322.83588
4514,2019,WM,WM,ELEC2,SEACO,88.75,39105268133166.375,5.0,3.0,39103031823842.68,0.0,2229531169.071,0.0,0.0,6778154.622,39103031823842.68,6778154.622,0.0,2229531169.071,0.0,440622739528.6352
219,2019,WM,WM,AIRTR,MEAT4,422.65,38959076275044.38,1.0,1.0,38959076275044.38,0.0,0.0,0.0,0.0,0.0,38959076275044.38,0.0,0.0,0.0,0.0,92178105465.62022
11342,2019,WM,WM,NATUR,PLAST,533.1,38036766099133.15,2.0,2.0,38036478320449.87,0.0,0.0,0.0,287778683.283,0.0,38036478320449.87,0.0,0.0,0.0,0.0,71350152127.4304
10741,2019,WM,WM,MEDIC,OFFIC,206.76,35379942816180.92,3.0,2.0,35378692923040.66,0.0,1249893140.263,0.0,0.0,0.0,35378692923040.66,0.0,0.0,1249893140.263,0.0,171115993500.58484
4434,2019,WM,WM,ELEC2,FURNI,77.64,34211064924803.223,5.0,3.0,34209108499822.21,0.0,1950495143.448,0.0,0.0,5929837.562,34209108499822.21,5929837.562,0.0,1950495143.448,0.0,440637106192.7257
4474,2019,WM,WM,ELEC2,OFFIC,77.46,34130549951490.77,5.0,3.0,34128598130912.035,0.0,1945904696.913,0.0,0.0,5915881.822,34128598130912.035,5915881.822,0.0,1945904696.913,0.0,440621610527.8953
5091,2019,WM,WM,ELEC6,VEGET,119.23,34128721831651.848,4.0,2.0,34127333415282.88,0.0,1388416368.97,0.0,0.0,0.0,34127333415282.88,0.0,0.0,1388416368.97,0.0,286242739508.9478
11239,2019,WM,WM,NATUR,BASIC,470.27,33554128434182.473,2.0,2.0,33553874570253.18,0.0,0.0,0.0,253863929.292,0.0,33553874570253.18,0.0,0.0,0.0,0.0,71350773883.47646
4478,2019,WM,WM,ELEC2,PADDY,75.95,33468294247648.4,5.0,3.0,33466380299424.867,0.0,1908147131.14,0.0,0.0,5801092.389,33466380299424.867,5801092.389,0.0,1908147131.14,0.0,440662202075.6866
5012,2019,WM,WM,ELEC6,LANDT,116.5,33348162433138.434,4.0,2.0,33346805771297.254,0.0,1356661841.18,0.0,0.0,0.0,33346805771297.254,0.0,0.0,1356661841.18,0.0,286250321314.493
5011,2019,WM,WM,ELEC6,KEROS,114.06,32649116521507.055,4.0,2.0,32647788298081.797,0.0,1328223425.257,0.0,0.0,0.0,32647788298081.797,0.0,0.0,1328223425.257,0.0,286245103642.8814
10755,2019,WM,WM,MEDIC,POSTT,189.81,32480123854204.58,3.0,2.0,32478976405091.64,0.0,1147449112.939,0.0,0.0,0.0,32478976405091.64,0.0,0.0,1147449112.939,0.0,171119139424.71198
4499,2019,WM,WM,ELEC2,PULP5,72.22,31824097149342.535,5.0,3.0,31822277227665.21,0.0,1814405575.238,0.0,0.0,5516102.088,31822277227665.21,5516102.088,0.0,1814405575.238,0.0,440654903757.1661
10796,2019,WM,WM,MEDIC,WHOLE,182.82,31283829092942.297,3.0,2.0,31282723906210.152,0.0,1105186732.143,0.0,0.0,0.0,31282723906210.152,0.0,0.0,1105186732.143,0.0,171118198736.14648
151,2019,WM,WM,AIRTR,CATTL,337.67,31125828589136.023,1.0,1.0,31125828589136.023,0.0,0.0,0.0,0.0,0.0,31125828589136.023,0.0,0.0,0.0,0.0,92178246776.84135
156,2019,WM,WM,AIRTR,CHEM1,331.51,30557566928144.227,1.0,1.0,30557566928144.227,0.0,0.0,0.0,0.0,0.0,30557566928144.227,0.0,0.0,0.0,0.0,92176908473.78429
5096,2019,WM,WM,ELEC6,WHOLE,106.39,30453183565703.68,4.0,2.0,30451944676689.363,0.0,1238889014.316,0.0,0.0,0.0,30451944676689.363,0.0,0.0,1238889014.316,0.0,286241033609.39636
4392,2019,WM,WM,ELEC2,CERAM,67.27,29643948072948.117,5.0,3.0,29642252827252.81,0.0,1690107480.606,0.0,0.0,5138214.702,29642252827252.81,5138214.702,0.0,1690107480.606,0.0,440671147211.9536
136,2019,WM,WM,AIRTR,93197,318.17,29328089049998.344,1.0,1.0,29328089049998.344,0.0,0.0,0.0,0.0,0.0,29328089049998.344,0.0,0.0,0.0,0.0,92177417889.80212
10772,2019,WM,WM,MEDIC,RETA1,170.6,29193227860541.1,3.0,2.0,29192196530009.15,0.0,1031330531.951,0.0,0.0,0.0,29192196530009.15,0.0,0.0,1031330531.951,0.0,171120913602.2339
4457,2019,WM,WM,ELEC2,MEAT1,66.22,29180088046062.555,5.0,3.0,29178419327087.367,0.0,1663661161.8,0.0,0.0,5057813.387,29178419327087.367,5057813.387,0.0,1663661161.8,0.0,440653700484.1824
4464,2019,WM,WM,ELEC2,MOTO1,65.81,28998925428847.92,5.0,3.0,28997267070002.438,0.0,1653332433.191,0.0,0.0,5026412.292,28997267070002.438,5026412.292,0.0,1653332433.191,0.0,440646184908.7969
4466,2019,WM,WM,ELEC2,NAPHT,65.41,28821080705134.055,5.0,3.0,28819432516678.21,0.0,1643192869.554,0.0,0.0,4995586.291,28819432516678.21,4995586.291,0.0,1643192869.554,0.0,440621934033.54315
270,2019,WM,WM,AIRTR,RETA1,312.53,28808418962418.035,1.0,1.0,28808418962418.035,0.0,0.0,0.0,0.0,0.0,28808418962418.035,0.0,0.0,0.0,0.0,92178091582.94576
4470,2019,WM,WM,ELEC2,NONF1,65.05,28664064961246.39,5.0,3.0,28662425752035.254,0.0,1634240840.537,0.0,0.0,4968370.598,28662425752035.254,4968370.598,0.0,1634240840.537,0.0,440646655822.3888
