trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,employment,land,material,water,CO2_total,Water_total,Land_total,Employment_people_total,impact_intensity
161,2021,US,US,AIRTR,BUSIN,3240.89,651247865034285.2,1.0,1.0,651247865034285.2,0.0,0.0,0.0,0.0,651247865034285.2,0.0,0.0,0.0,200947229012.48895
4570,2021,US,US,ELEC1,SUPPO,755.69,639395907444061.8,2.0,2.0,639395881900959.5,0.0,0.0,0.0,25543102.281,639395881900959.5,25543102.281,0.0,0.0,846108731681.0619
13130,2021,US,US,PAPER,WHOLE,5311.62,611067869206665.1,1.0,1.0,611067869206665.1,0.0,0.0,0.0,0.0,611067869206665.1,0.0,0.0,0.0,115043596719.39354
4692,2021,US,US,ELEC2,PFERT,912.39,602746219510695.9,1.0,1.0,602746219510695.9,0.0,0.0,0.0,0.0,602746219510695.9,0.0,0.0,0.0,660623439001.6285
194,2021,US,US,AIRTR,FINAN,2967.01,596213053581523.4,1.0,1.0,596213053581523.4,0.0,0.0,0.0,0.0,596213053581523.4,0.0,0.0,0.0,200947436503.92932
2525,2021,US,US,CHEM1,RESEA,10909.96,575434208742446.1,2.0,2.0,575433965537527.4,0.0,0.0,0.0,243204918.754,575433965537527.4,243204918.754,0.0,0.0,52743933867.99275
12981,2021,US,US,PAPER,BEVER,4953.61,569881581463335.0,1.0,1.0,569881581463335.0,0.0,0.0,0.0,0.0,569881581463335.0,0.0,0.0,0.0,115043691663.9249
300,2021,US,US,AIRTR,WHOLE,2777.73,558176877304952.25,1.0,1.0,558176877304952.25,0.0,0.0,0.0,0.0,558176877304952.25,0.0,0.0,0.0,200947132120.4553
3046,2021,US,US,CONST,DISTR,4378.66,554032986515036.25,2.0,2.0,554032951593086.4,34921949.892,0.0,0.0,0.0,554032951593086.4,0.0,0.0,34921949891.97,126530259603.40292
208,2021,US,US,AIRTR,HEALT,2744.28,551455256204280.8,1.0,1.0,551455256204280.8,0.0,0.0,0.0,0.0,551455256204280.8,0.0,0.0,0.0,200947154154.92618
6184,2021,US,US,FINAN,HOTEL,13073.67,538202615815877.25,1.0,1.0,538202615815877.25,0.0,0.0,0.0,0.0,538202615815877.25,0.0,0.0,0.0,41166911495.84449
4098,2021,US,US,EDUCA,MEMBE,4520.78,534951747309882.56,2.0,2.0,534951710903642.7,36406239.859,0.0,0.0,0.0,534951710903642.7,0.0,0.0,36406239858.978,118331736406.08093
6145,2021,US,US,FINAN,CONST,12754.15,525049044825998.2,1.0,1.0,525049044825998.2,0.0,0.0,0.0,0.0,525049044825998.2,0.0,0.0,0.0,41166917813.10383
14627,2021,US,US,PUBLI,REALE,1426.29,498904606147834.0,1.0,1.0,498904606147834.0,0.0,0.0,0.0,0.0,498904606147834.0,0.0,0.0,0.0,349791841874.9581
3485,2021,US,US,CRUDE,FURNI,3913.77,495897366637026.8,2.0,2.0,495895206928722.75,0.0,0.0,2159708304.064,0.0,495895206928722.75,0.0,0.0,0.0,126705801985.56042
2419,2021,US,US,CHEM1,CHEM1,9204.27,485469380900310.25,2.0,2.0,485469175718658.6,0.0,0.0,0.0,205181651.605,485469175718658.6,205181651.605,0.0,0.0,52743930903.84248
13039,2021,US,US,PAPER,HOTEL,4178.09,480662932268631.94,1.0,1.0,480662932268631.94,0.0,0.0,0.0,0.0,480662932268631.94,0.0,0.0,0.0,115043699936.72514
4158,2021,US,US,EDUCA,WHOLE,3999.12,473222260332895.44,2.0,2.0,473222228127667.2,32205228.234,0.0,0.0,0.0,473222228127667.2,0.0,0.0,32205228233.991,118331598034.79152
6149,2021,US,US,FINAN,CRUDE,11388.07,468811777393231.3,1.0,1.0,468811777393231.3,0.0,0.0,0.0,0.0,468811777393231.3,0.0,0.0,0.0,41166920943.86769
15687,2021,US,US,RESEA,WHOLE,10462.81,466430216567958.75,1.0,1.0,466430216567958.75,0.0,0.0,0.0,0.0,466430216567958.75,0.0,0.0,0.0,44579822874.34817
3078,2021,US,US,CONST,HOTEL,3652.57,462161113893302.9,2.0,2.0,462161084762244.5,29131058.356,0.0,0.0,0.0,462161084762244.5,0.0,0.0,29131058356.146,126530391996.12953
13103,2021,US,US,PAPER,RESEA,4007.14,460995795075535.94,1.0,1.0,460995795075535.94,0.0,0.0,0.0,0.0,460995795075535.94,0.0,0.0,0.0,115043595950.11304
4467,2021,US,US,ELEC1,CRUDE,542.12,458691691606455.75,2.0,2.0,458691673282270.94,0.0,0.0,0.0,18324184.84,458691673282270.94,18324184.84,0.0,0.0,846107303929.8601
3154,2021,US,US,CONST,SUPPO,3606.46,456326178681485.4,2.0,2.0,456326149918216.2,28763269.217,0.0,0.0,0.0,456326149918216.2,0.0,0.0,28763269217.142,126530220404.90823
19468,2021,US,US,WOODW,PAPER,6557.07,455897691181206.4,1.0,1.0,455897691181206.4,0.0,0.0,0.0,0.0,455897691181206.4,0.0,0.0,0.0,69527653537.51086
3489,2021,US,US,CRUDE,HEAVY,3587.36,454540007412590.5,2.0,2.0,454538027821863.5,0.0,0.0,1979590726.999,0.0,454538027821863.5,0.0,0.0,0.0,126705991986.47208
4557,2021,US,US,ELEC1,RESEA,536.7,454100973921194.0,2.0,2.0,454100955780402.9,0.0,0.0,0.0,18140791.155,454100955780402.9,18140791.155,0.0,0.0,846098330391.6415
4597,2021,US,US,ELEC2,BASIC,680.31,449429839559509.0,1.0,1.0,449429839559509.0,0.0,0.0,0.0,0.0,449429839559509.0,0.0,0.0,0.0,660625067336.2277
4689,2021,US,US,ELEC2,PAPER,680.04,449253570349325.9,1.0,1.0,449253570349325.9,0.0,0.0,0.0,0.0,449253570349325.9,0.0,0.0,0.0,660628154739.9064
11150,2021,US,US,MOTOR,CONST,6256.07,443900756323143.06,1.0,1.0,443900756323143.06,0.0,0.0,0.0,0.0,443900756323143.06,0.0,0.0,0.0,70955209312.41867
19488,2021,US,US,WOODW,REALE,6367.47,442715531294111.4,1.0,1.0,442715531294111.4,0.0,0.0,0.0,0.0,442715531294111.4,0.0,0.0,0.0,69527698017.28337
13106,2021,US,US,PAPER,RUBBE,3840.08,441777164816768.4,1.0,1.0,441777164816768.4,0.0,0.0,0.0,0.0,441777164816768.4,0.0,0.0,0.0,115043739926.45163
4491,2021,US,US,ELEC1,HEALT,518.94,439081490018642.8,2.0,2.0,439081472477862.06,0.0,0.0,0.0,17540780.725,439081472477862.06,17540780.725,0.0,0.0,846112248080.0144
3062,2021,US,US,CONST,FINAN,3366.57,425973636862163.6,2.0,2.0,425973610012083.6,26850079.984,0.0,0.0,0.0,425973610012083.6,0.0,0.0,26850079984.176,126530455883.03929
14522,2021,US,US,PUBLI,BUSIN,1216.85,425642198849845.0,1.0,1.0,425642198849845.0,0.0,0.0,0.0,0.0,425642198849845.0,0.0,0.0,0.0,349790195052.6729
