trade_id,year,region1,region2,industry1,industry2,amount,total_materials_value,materials_count,unique_materials_factors,natural_resource/in_ground,materials_Minerals,materials_Other_Materials,materials_intensity
2785,2021,US,US,COLLE,OILHA,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13229,2021,US,US,PFERT,ALUM1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7432,2021,US,US,FOUND,LUBRI,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14651,2021,US,US,PUBLI,VEGE1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,2021,US,US,AIRTR,FISHF,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8411,2021,US,US,HYDRO,WOODW,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,2021,US,US,AVIAT,TEXT2,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4405,2021,US,US,ELE12,RAWMI,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9694,2021,US,US,LIQUE,INTER,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15142,2021,US,US,REALE,SUBBI,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2758,2021,US,US,COLLE,KERO1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4954,2021,US,US,ELEC4,INERT,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,2021,US,US,AUXIL,ALUMI,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9399,2021,US,US,LEAD1,MACHI,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2223,2021,US,US,CERAM,FOOD3,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12187,2021,US,US,OILHA,HEAVY,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,2021,US,US,BIODI,INTER,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12636,2021,US,US,PAPE1,WHITE,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12979,2021,US,US,PAPER,AVIAT,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10794,2021,US,US,MEDIC,WHITE,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19302,2021,US,US,WOOD2,NONSP,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8009,2021,US,US,HEAVY,FOOD3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19299,2021,US,US,WOOD2,NFERT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18066,2021,US,US,TRANS,FURNI,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,2021,US,US,AIRTR,ALUMI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10283,2021,US,US,MEAT4,ELECT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2614,2021,US,US,CHEMI,PFERT,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5269,2021,US,US,ELEC6,MACHI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10996,2021,US,US,MOTO1,DISTR,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15756,2021,US,US,RETA1,LEAD1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5669,2021,US,US,ELEC9,FOUND,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19527,2021,US,US,WOOLS,FOOD3,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9708,2021,US,US,LIQUE,MEATA,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15366,2021,US,US,REFIN,WHOLE,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9959,2021,US,US,LUBRI,PAPE4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9086,2021,US,US,IRONO,RUBBE,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3219,2021,US,US,COPP1,FOOD5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11605,2021,US,US,NFERT,VEGE1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,2021,US,US,DAIRY,CRUDE,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4909,2021,US,US,ELEC4,BITU1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10374,2021,US,US,MEATA,CHEMI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17894,2021,US,US,TRAN1,ETHAN,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11324,2021,US,US,NAPHT,PETRO,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18161,2021,US,US,VEGE1,COLLE,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14016,2021,US,US,POSTT,REFIN,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7716,2021,US,US,GASDI,NAPHT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,2021,US,US,ALUM1,SUPPO,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,2021,US,US,BASIC,FORES,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15629,2021,US,US,RESEA,NONSP,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12425,2021,US,US,PADDY,MEATA,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15329,2021,US,US,REFIN,BIOGA,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17753,2021,US,US,TEXTI,PIGS9,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13623,2021,US,US,PLAS1,SECO9,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12340,2021,US,US,OILSE,OFFIC,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12297,2021,US,US,OILSE,COMPU,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15358,2021,US,US,REFIN,RESEA,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16652,2021,US,US,STEAM,BIODI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12977,2021,US,US,PAPER,ANTHR,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13025,2021,US,US,PAPER,FISHF,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5764,2021,US,US,ELECT,COKEO,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1047,2021,US,US,BEVER,FOOD2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12334,2021,US,US,OILSE,NAPHT,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1768,2021,US,US,BRICK,INSUR,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5118,2021,US,US,ELEC5,LUBRI,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117,2021,US,US,ELEC5,LIQUI,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12380,2021,US,US,OILSE,WOOD2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14056,2021,US,US,POULT,CROPS,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5710,2021,US,US,ELEC9,PUBLI,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11286,2021,US,US,NAPHT,AVIAT,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14176,2021,US,US,PREC1,SUPPO,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9129,2021,US,US,KERO1,INSUR,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4280,2021,US,US,ELE11,SEACO,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15532,2021,US,US,RESEA,AIRTR,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2021,US,US,93197,ELEC2,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11646,2021,US,US,NONF1,ELEC5,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1787,2021,US,US,BRICK,PAPE3,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15753,2021,US,US,RETA1,KERO1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6936,2021,US,US,FOOD4,SECO9,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2628,2021,US,US,CHEMI,RETA1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10941,2021,US,US,MEMBE,SUGA1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2021,US,US,AIRTR,PADDY,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12507,2021,US,US,PAPE1,CONST,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3403,2021,US,US,CROPS,POSTT,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11846,2021,US,US,NONME,WOOD2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,2021,US,US,AVIAT,PAPE1,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19230,2021,US,US,WOOD2,COKIN,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6636,2021,US,US,FOOD3,ALUMI,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,2021,US,US,CERAM,DAIRY,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1258,2021,US,US,BIODI,STONE,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18674,2021,US,US,WHEAT,CRUDE,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11626,2021,US,US,NONF1,CERAM,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,2021,US,US,BIODI,LIQUI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8876,2021,US,US,INTER,ANTHR,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2169,2021,US,US,CEMEN,STONE,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4498,2021,US,US,ELEC1,IRONO,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14952,2021,US,US,RAWMI,FISHF,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7761,2021,US,US,GASDI,SECO9,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12450,2021,US,US,PADDY,POSTT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15782,2021,US,US,RETA1,PADDY,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6536,2021,US,US,FOOD2,HEAVY,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17429,2021,US,US,TEXT1,PADDY,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10573,2021,US,US,MEATP,LIQUE,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13523,2021,US,US,PLAS1,ELE12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4233,2021,US,US,ELE11,MEATC,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19162,2021,US,US,WOOD1,PROCE,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15840,2021,US,US,RETAI,BUSIN,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,2021,US,US,AVIAT,RESEA,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8486,2021,US,US,INERT,KERO1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13681,2021,US,US,PLAS2,CROPS,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,2021,US,US,BRICK,TEXT2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5460,2021,US,US,ELEC7,SEACO,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18853,2021,US,US,WHITE,RECRE,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,2021,US,US,AIRTR,COKIN,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12371,2021,US,US,OILSE,TEXTI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12554,2021,US,US,PAPE1,LEAD1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8308,2021,US,US,HYDRO,EDUCA,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13197,2021,US,US,PARAF,PETRO,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10125,2021,US,US,MACHI,PRECI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9012,2021,US,US,INTER,STONE,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11547,2021,US,US,NFERT,LIQUE,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10226,2021,US,US,MEAT1,PRINT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,2021,US,US,AIRTR,ELE12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14568,2021,US,US,PUBLI,HEAVY,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10792,2021,US,US,MEDIC,WEARI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6490,2021,US,US,FOOD2,CERAM,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4210,2021,US,US,ELE11,FURNI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18598,2021,US,US,WEARI,LEAD1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12369,2021,US,US,OILSE,TEXT1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19209,2021,US,US,WOOD2,ANTHR,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3284,2021,US,US,COPP1,SUGA1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4102,2021,US,US,EDUCA,NATU1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5759,2021,US,US,ELECT,CERAM,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10321,2021,US,US,MEAT4,NAPHT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17102,2021,US,US,SUGAR,HEALT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,2021,US,US,CHEM1,INLAN,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18243,2021,US,US,VEGE1,RENTI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19149,2021,US,US,WOOD1,PETRO,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14309,2021,US,US,PRINT,ELEC7,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13418,2021,US,US,PIGS9,PRINT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17834,2021,US,US,TOBAC,POSTT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7183,2021,US,US,FOODW,LIQUI,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14431,2021,US,US,PROCE,BIODI,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,2021,US,US,BIODI,MEAT4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975,2021,US,US,BUSIN,TRAN2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10627,2021,US,US,MEATP,SUGA1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7198,2021,US,US,FOODW,NFERT,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14642,2021,US,US,PUBLI,SUGA1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12343,2021,US,US,OILSE,PAPE1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3792,2021,US,US,DIST1,NATU1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12112,2021,US,US,OFFIC,VEGET,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13345,2021,US,US,PFERT,SUPPO,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9426,2021,US,US,LEAD1,RETA1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8193,2021,US,US,HOTEL,LIGNI,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3233,2021,US,US,COPP1,KEROS,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2059,2021,US,US,CEMEN,BIOG1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14936,2021,US,US,RAWMI,93197,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2118,2021,US,US,CEMEN,LEAD1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15201,2021,US,US,RECRE,ELE11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8654,2021,US,US,INLAN,NONSP,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,2021,US,US,AVIAT,CRUDE,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8669,2021,US,US,INLAN,PROCE,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2021,US,US,93197,FISHF,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9958,2021,US,US,LUBRI,PAPE3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16349,2021,US,US,SEACO,MEATA,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,2021,US,US,AVIAT,TEXT1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12414,2021,US,US,PADDY,HEAVY,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11274,2021,US,US,MOTOR,VEGE1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16714,2021,US,US,STEAM,MACHI,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6836,2021,US,US,FOOD4,ELE12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3675,2021,US,US,DAIRY,RADIO,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5493,2021,US,US,ELEC8,BIODI,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5096,2021,US,US,ELEC5,FOODW,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,2021,US,US,BIODI,WEARI,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4957,2021,US,US,ELEC4,INTER,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11853,2021,US,US,NONSP,AVIAT,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11645,2021,US,US,NONF1,ELEC4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,2021,US,US,BEVER,SUGA1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2473,2021,US,US,CHEM1,LIGNI,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11876,2021,US,US,NONSP,ELE12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13162,2021,US,US,PARAF,ETHAN,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4105,2021,US,US,EDUCA,NONSP,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13239,2021,US,US,PFERT,BITU1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7722,2021,US,US,GASDI,NONSP,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16717,2021,US,US,STEAM,MEATC,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9726,2021,US,US,LIQUE,PAPE3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11690,2021,US,US,NONF1,PLAST,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4668,2021,US,US,ELEC2,MEATA,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11315,2021,US,US,NAPHT,NAPHT,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14858,2021,US,US,RAILW,DAIRY,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2757,2021,US,US,COLLE,IRONO,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4978,2021,US,US,ELEC4,NAPHT,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5861,2021,US,US,ELECT,PULP5,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14587,2021,US,US,PUBLI,MEAT4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11607,2021,US,US,NFERT,WASTE,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17435,2021,US,US,TEXT1,PETRO,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5937,2021,US,US,ETHAN,PAPER,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10560,2021,US,US,MEATP,FURNI,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7246,2021,US,US,FOODW,SUGA1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
991,2021,US,US,BASIC,SEACO,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10221,2021,US,US,MEAT1,PAPER,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12062,2021,US,US,OFFIC,NONF1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4784,2021,US,US,ELEC3,ETHAN,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11698,2021,US,US,NONF1,RENTI,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15549,2021,US,US,RESEA,CATTL,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15607,2021,US,US,RESEA,LEAD1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10958,2021,US,US,MEMBE,WOOD1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4989,2021,US,US,ELEC4,PAPE1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8066,2021,US,US,HEAVY,PLAS2,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4963,2021,US,US,ELEC4,LEATH,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12893,2021,US,US,PAPE4,MEATA,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,2021,US,US,BRICK,WOOD1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9893,2021,US,US,LUBRI,ELE11,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17073,2021,US,US,SUGAR,ALUMI,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16739,2021,US,US,STEAM,PFERT,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16316,2021,US,US,SEACO,ETHAN,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19347,2021,US,US,WOOD2,SUGA1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18724,2021,US,US,WHEAT,PLAS1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13320,2021,US,US,PFERT,PLAS1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,2021,US,US,BRICK,SALEM,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,2021,US,US,BASIC,PRECI,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,2021,US,US,BRICK,TEXT1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7516,2021,US,US,FURNI,ETHAN,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9084,2021,US,US,IRONO,RESEA,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17831,2021,US,US,TOBAC,NONF1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10823,2021,US,US,MEMBE,COKE1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9065,2021,US,US,IRONO,MACHI,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,2021,US,US,ELEC4,PAPE4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17516,2021,US,US,TEXT2,COKIN,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17065,2021,US,US,SUGA1,WASTE,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18023,2021,US,US,TRANS,BASIC,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12846,2021,US,US,PAPE4,ELE12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1572,2021,US,US,BITU1,MACHI,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6227,2021,US,US,FINAN,PARAF,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,2021,US,US,BIOG1,VEGET,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5150,2021,US,US,ELEC5,PLAS2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,2021,US,US,BLAST,WHOLE,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7566,2021,US,US,FURNI,NONSP,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11035,2021,US,US,MOTO1,LEAD1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,2021,US,US,AVIAT,COMPU,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5094,2021,US,US,ELEC5,FOOD4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13309,2021,US,US,PFERT,OILHA,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,2021,US,US,BEVER,LEATH,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15713,2021,US,US,RETA1,COKEO,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7508,2021,US,US,FURNI,DISTR,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18715,2021,US,US,WHEAT,OILHA,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8947,2021,US,US,INTER,LEAD1,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16698,2021,US,US,STEAM,HEAVY,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13307,2021,US,US,PFERT,NONSP,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3385,2021,US,US,CROPS,LIGNI,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3637,2021,US,US,DAIRY,LIQUI,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15360,2021,US,US,REFIN,SANDC,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5626,2021,US,US,ELEC8,WASTE,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4739,2021,US,US,ELEC2,WHITE,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10489,2021,US,US,MEATC,PRINT,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,2021,US,US,AVIAT,NATUR,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7732,2021,US,US,GASDI,PETRO,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,2021,US,US,AVIAT,WOOD1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10633,2021,US,US,MEATP,TRAN2,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8065,2021,US,US,HEAVY,PLAS1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,2021,US,US,BIODI,PAPE1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2091,2021,US,US,CEMEN,ELEC8,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19345,2021,US,US,WOOD2,STONE,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9745,2021,US,US,LIQUE,RADIO,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
