trade_id,year,region1,region2,industry1,industry2,amount
2078,2020,US,US,BUSIN,BUSIN,385049.60
2130,2020,US,US,BUSIN,HEALT,282949.56
2198,2020,US,US,BUSIN,REALE,276504.13
6726,2020,US,US,FINAN,FINAN,210867.51
6808,2020,US,US,FINAN,REALE,209408.73
3482,2020,US,US,CONST,REALE,184643.97
687,2020,US,US,AUXIL,AUXIL,174835.85
16499,2020,US,US,REALE,HEALT,174749.08
2115,2020,US,US,BUSIN,FINAN,166719.83
756,2020,US,US,AUXIL,INSUR,160730.92
16567,2020,US,US,REALE,REALE,154541.33
2232,2020,US,US,BUSIN,WHOLE,149590.77
6747,2020,US,US,FINAN,INSUR,133760.20
16447,2020,US,US,REALE,BUSIN,122904.07
12087,2020,US,US,MOTO1,MOTO1,119056.34
9542,2020,US,US,INSUR,HEALT,116365.59
2193,2020,US,US,BUSIN,PUBLI,114025.43
2091,2020,US,US,BUSIN,COMPU,109107.64
3193,2020,US,US,COMPU,BUSIN,101398.28
2204,2020,US,US,BUSIN,RETA1,100320.43
20652,2020,US,US,WHOLE,CONST,95597.81
17178,2020,US,US,RETA1,CONST,95407.98
16572,2020,US,US,REALE,RETA1,94698.79
16738,2020,US,US,RECRE,RECRE,88092.78
20690,2020,US,US,WHOLE,HEALT,82261.58
16484,2020,US,US,REALE,FINAN,78232.07
6689,2020,US,US,FINAN,BUSIN,76959.00
2132,2020,US,US,BUSIN,HOTEL,76445.16
3477,2020,US,US,CONST,PUBLI,76145.93
15237,2020,US,US,POSTT,BUSIN,74416.00
16505,2020,US,US,REALE,INSUR,70336.87
2203,2020,US,US,BUSIN,RESEA,70120.76
3306,2020,US,US,COMPU,PUBLI,68160.67
9608,2020,US,US,INSUR,REALE,67525.78
3900,2020,US,US,CRUDE,MOTOR,66166.39
9603,2020,US,US,INSUR,PUBLI,64163.83
15386,2020,US,US,POSTT,WHOLE,58876.03
16600,2020,US,US,REALE,WHOLE,58802.88
2136,2020,US,US,BUSIN,INSUR,58089.24
8648,2020,US,US,HEALT,HEALT,55992.42
21158,2020,US,US,WOODW,CONST,55011.15
16501,2020,US,US,REALE,HOTEL,54714.10
18866,2020,US,US,SUPPO,RETA1,52170.31
16469,2020,US,US,REALE,EDUCA,51690.77
8938,2020,US,US,HOTEL,HEALT,51607.50
20717,2020,US,US,WHOLE,MOTO1,50911.06
15288,2020,US,US,POSTT,HEALT,50724.36
20752,2020,US,US,WHOLE,PUBLI,50598.19
18894,2020,US,US,SUPPO,WHOLE,50310.88
15210,2020,US,US,PLAST,RUBBE,49869.08
3245,2020,US,US,COMPU,HEALT,49861.92
3844,2020,US,US,CRUDE,CRUDE,49828.14
6741,2020,US,US,FINAN,HEALT,48703.47
7593,2020,US,US,FOOD5,FOOD5,48454.99
15348,2020,US,US,POSTT,PUBLI,47583.88
16845,2020,US,US,RENTI,BUSIN,47124.74
2321,2020,US,US,CEMEN,CONST,46554.00
3871,2020,US,US,CRUDE,GASDI,46395.59
20682,2020,US,US,WHOLE,FOOD5,44901.22
10069,2020,US,US,LANDT,CONST,44480.39
20791,2020,US,US,WHOLE,WHOLE,43676.99
4405,2020,US,US,DISTR,REALE,43558.72
16352,2020,US,US,RAWMI,DAIRY,42311.19
15273,2020,US,US,POSTT,FINAN,41510.09
8887,2020,US,US,HOTEL,BUSIN,40125.76
2199,2020,US,US,BUSIN,RECRE,39588.89
6552,2020,US,US,FABRI,FABRI,39071.45
17618,2020,US,US,SALEM,MOTO1,38651.58
3833,2020,US,US,CRUDE,CHEM1,37792.76
6803,2020,US,US,FINAN,PUBLI,36976.88
2707,2020,US,US,CHEM1,HEALT,36409.00
2272,2020,US,US,CATTL,MEATC,35512.38
10980,2020,US,US,MACHI,CONST,35198.73
