factor_id,unit,stressor,extension
428,M.hr,Employment hours: Medium-skilled female,employment
429,M.hr,Employment hours: High-skilled male,employment
430,M.hr,Employment hours: High-skilled female,employment
431,TJ,Energy use - Emission relevant,energy
432,TJ,Energy use - Final,energy
433,TJ,Energy use - Gross,energy
434,TJ,Energy use - Net,energy
435,km2,Artificial Surfaces,land
436,km2,Cropland - cropped area - Cereal grains nec,land
437,km2,Cropland - cropped area - Crops nec,land
438,km2,Cropland - cropped area - Oil seeds,land
439,km2,Cropland - cropped area - Paddy rice,land
440,km2,Cropland - cropped area - Plant-based fibers,land
441,km2,"Cropland - cropped area - Sugar cane, sugar beet",land
442,km2,"Cropland - cropped area - Vegetables, fruit, nuts",land
443,km2,Cropland - cropped area - Wheat,land
444,km2,Cropland - fallowed area - Cereal grains nec,land
445,km2,Cropland - fallowed area - Crops nec,land
446,km2,Cropland - fallowed area - Oil seeds,land
447,km2,Cropland - fallowed area - Paddy rice,land
448,km2,Cropland - fallowed area - Plant-based fibers,land
449,km2,"Cropland - fallowed area - Sugar cane, sugar beet",land
450,km2,"Cropland - fallowed area - Vegetables, fruit, nuts",land
451,km2,Cropland - fallowed area - Wheat,land
452,km2,Cropland - fallowed area-Cattle,land
453,km2,Cropland - fallowed area-Meat animals nec,land
454,km2,Cropland - fallowed area-Pigs,land
455,km2,Cropland - fallowed area-Poultry,land
456,km2,Cropland - fallowed area-Raw milk,land
457,km2,Forest,land
458,km2,Perm. meadows & pastures - Cultivated - Grazing-Cattle,land
459,km2,Perm. meadows & pastures - Cultivated - Grazing-Meat animals nec,land
460,km2,Perm. meadows & pastures - Cultivated - Grazing-Raw milk,land
461,km2,Perm. meadows & pastures - Nat. growing - Grazing-Cattle,land
462,km2,Perm. meadows & pastures - Nat. growing - Grazing-Meat animals nec,land
463,km2,Perm. meadows & pastures - Nat. growing - Grazing-Raw milk,land
464,km2,Permanent pastures - Grazing-Cattle,land
465,km2,Permanent pastures - Grazing-Meat animals nec,land
466,km2,Permanent pastures - Grazing-Raw milk,land
467,kt,Domestic Extraction Used - Primary Crops - Rice,material
468,kt,Domestic Extraction Used - Primary Crops - Wheat,material
469,kt,Domestic Extraction Used - Primary Crops - Cereals n.e.c.,material
470,kt,Domestic Extraction Used - Primary Crops - Roots and tubers,material
471,kt,Domestic Extraction Used - Primary Crops - Pulses,material
472,kt,Domestic Extraction Used - Primary Crops - Nuts,material
473,kt,Domestic Extraction Used - Primary Crops - Vegetables,material
474,kt,Domestic Extraction Used - Primary Crops - Fruits,material
475,kt,Domestic Extraction Used - Primary Crops - Oil bearing crops,material
476,kt,Domestic Extraction Used - Primary Crops - Sugar crops,material
477,kt,Domestic Extraction Used - Primary Crops - Fibres,material
478,kt,Domestic Extraction Used - Primary Crops - Spice - beverage - pharmaceutical crops,material
479,kt,Domestic Extraction Used - Primary Crops - Tobacco,material
480,kt,Domestic Extraction Used - Crop residues - Straw,material
481,kt,Domestic Extraction Used - Crop residues - Other crop residues (sugar and fodder beet leaves etc),material
482,kt,Domestic Extraction Used - Grazed biomass,material
483,kt,Domestic Extraction Used - Forestry - Other crops n.e.c,material
484,kt,Domestic Extraction Used - Forestry - Timber (Industrial roundwood),material
485,kt,Domestic Extraction Used - Forestry - Wood fuel and other extraction,material
486,kt,Domestic Extraction Used - Fishery - Wild fish catch,material
487,kt,Domestic Extraction Used - Fishery - All other aquatic animals,material
488,kt,Domestic Extraction Used - Fishery - Aquatic plants,material
489,kt,Domestic Extraction Used - Fossil Fuels - Anthracite,material
490,kt,Domestic Extraction Used - Fossil Fuels - Coking Coal,material
491,kt,Domestic Extraction Used - Fossil Fuels - Other Bituminous Coal,material
492,kt,Domestic Extraction Used - Fossil Fuels - Other Sub-Bituminous Coal,material
493,kt,Domestic Extraction Used - Fossil Fuels - Lignite (brown coal),material
494,kt,Domestic Extraction Used - Fossil Fuels - Peat,material
495,kt,Domestic Extraction Used - Fossil Fuels - Crude oil,material
496,kt,Domestic Extraction Used - Fossil Fuels - Oil shale and tar sands,material
497,kt,Domestic Extraction Used - Fossil Fuels - Natural gas,material
498,kt,Domestic Extraction Used - Fossil Fuels - Natural gas liquids,material
499,kt,Domestic Extraction Used - Metal Ores - Uranium ores,material
500,kt,Domestic Extraction Used - Metal Ores - Iron ores,material
501,kt,Domestic Extraction Used - Metal Ores - Copper ores,material
502,kt,Domestic Extraction Used - Metal Ores - Nickel ores,material
503,kt,Domestic Extraction Used - Metal Ores - Bauxite and other aluminium ores - gross ore,material
504,kt,Domestic Extraction Used - Metal Ores - Silver ores,material
505,kt,Domestic Extraction Used - Metal Ores - Gold ores,material
506,kt,Domestic Extraction Used - Metal Ores - Platinum group metal ores,material
507,kt,Domestic Extraction Used - Metal Ores - Lead ores,material
508,kt,Domestic Extraction Used - Metal Ores - Tin ores,material
509,kt,Domestic Extraction Used - Metal Ores - Zinc ores,material
510,kt,Domestic Extraction Used - Metal Ores - Chromium ores,material
511,kt,Domestic Extraction Used - Metal Ores - Manganese ores,material
512,kt,Domestic Extraction Used - Metal Ores - Other metal ores,material
513,kt,Domestic Extraction Used - Metal Ores - Titanium ores,material
514,kt,Domestic Extraction Used - Non-Metallic Minerals - Ornamental or building stone,material
515,kt,Domestic Extraction Used - Non-Metallic Minerals - Chalk,material
516,kt,Domestic Extraction Used - Non-Metallic Minerals - Dolomite,material
517,kt,Domestic Extraction Used - Non-Metallic Minerals - Limestone,material
518,kt,Domestic Extraction Used - Non-Metallic Minerals - Gypsum,material
519,kt,Domestic Extraction Used - Non-Metallic Minerals - Structural clays,material
520,kt,Domestic Extraction Used - Non-Metallic Minerals - Specialty clays,material
521,kt,Domestic Extraction Used - Non-Metallic Minerals - Industrial sand and gravel,material
522,kt,Domestic Extraction Used - Non-Metallic Minerals - Sand gravel and crushed rock for construction,material
523,kt,Domestic Extraction Used - Non-Metallic Minerals - Fertilizer minerals n.e.c.,material
524,kt,Domestic Extraction Used - Non-Metallic Minerals - Chemical minerals n.e.c.,material
525,kt,Domestic Extraction Used - Non-Metallic Minerals - Industrial minerals n.e.c,material
526,kt,Domestic Extraction Used - Non-Metallic Minerals - Salt,material
527,kt,Domestic Extraction Used - Non-Metallic Minerals - Other non-metallic minerals n.e.c.,material
528,Mm3,Water Consumption Green - Agriculture - rice,water
529,Mm3,Water Consumption Green - Agriculture - wheat,water
530,Mm3,Water Consumption Green - Agriculture - other cereals,water
531,Mm3,Water Consumption Green - Agriculture - roots and tubers,water
532,Mm3,Water Consumption Green - Agriculture - sugar crops,water
533,Mm3,Water Consumption Green - Agriculture - pulses,water
534,Mm3,Water Consumption Green - Agriculture - nuts,water
535,Mm3,Water Consumption Green - Agriculture - oil crops,water
536,Mm3,Water Consumption Green - Agriculture - vegetables,water
537,Mm3,Water Consumption Green - Agriculture - fruits,water
538,Mm3,Water Consumption Green - Agriculture - fibres,water
539,Mm3,Water Consumption Green - Agriculture - other crops,water
540,Mm3,Water Consumption Green - Agriculture - fodder crops,water
541,Mm3,Water Consumption Blue - Agriculture - rice,water
542,Mm3,Water Consumption Blue - Agriculture - wheat,water
543,Mm3,Water Consumption Blue - Agriculture - other cereals,water
544,Mm3,Water Consumption Blue - Agriculture - roots and tubers,water
545,Mm3,Water Consumption Blue - Agriculture - sugar crops,water
546,Mm3,Water Consumption Blue - Agriculture - pulses,water
547,Mm3,Water Consumption Blue - Agriculture - nuts,water
548,Mm3,Water Consumption Blue - Agriculture - oil crops,water
549,Mm3,Water Consumption Blue - Agriculture - vegetables,water
550,Mm3,Water Consumption Blue - Agriculture - fruits,water
551,Mm3,Water Consumption Blue - Agriculture - fibres,water
552,Mm3,Water Consumption Blue - Agriculture - other crops,water
553,Mm3,Water Consumption Blue - Agriculture - fodder crops,water
554,Mm3,Water Consumption Blue - Livestock - dairy cattle,water
555,Mm3,Water Consumption Blue - Livestock - nondairy cattle,water
556,Mm3,Water Consumption Blue - Livestock - pigs,water
557,Mm3,Water Consumption Blue - Livestock - sheep,water
558,Mm3,Water Consumption Blue - Livestock - goats,water
559,Mm3,Water Consumption Blue - Livestock - buffaloes,water
560,Mm3,Water Consumption Blue - Livestock - camels,water
561,Mm3,Water Consumption Blue - Livestock - horses,water
562,Mm3,Water Consumption Blue - Livestock - chicken,water
563,Mm3,Water Consumption Blue - Livestock - turkeys,water
564,Mm3,Water Consumption Blue - Livestock - ducks,water
565,Mm3,Water Consumption Blue - Livestock - geese,water
566,Mm3,Water Consumption Blue - Manufacturing - Products of meat cattle,water
567,Mm3,Water Consumption Blue - Manufacturing - Products of meat pigs,water
568,Mm3,Water Consumption Blue - Manufacturing - Products of meat poultry,water
569,Mm3,Water Consumption Blue - Manufacturing - Meat products nec,water
570,Mm3,Water Consumption Blue - Manufacturing - products of Vegetable oils and fats,water
571,Mm3,Water Consumption Blue - Manufacturing - Dairy products,water
572,Mm3,Water Consumption Blue - Manufacturing - Processed rice,water
573,Mm3,Water Consumption Blue - Manufacturing - Sugar,water
574,Mm3,Water Consumption Blue - Manufacturing - Food products nec,water
575,Mm3,Water Consumption Blue - Manufacturing - Beverages,water
576,Mm3,Water Consumption Blue - Manufacturing - Fish products,water
577,Mm3,Water Consumption Blue - Manufacturing - Tobacco products (16),water
578,Mm3,Water Consumption Blue - Manufacturing - Textiles (17),water
579,Mm3,Water Consumption Blue - Manufacturing - Wearing apparel; furs (18),water
580,Mm3,Water Consumption Blue - Manufacturing - Leather and leather products (19),water
581,Mm3,Water Consumption Blue - Manufacturing - Pulp,water
582,Mm3,"Water Consumption Blue - Manufacturing - Secondary paper for treatment, Re-processing of secondary paper into new pulp",water
583,Mm3,Water Consumption Blue - Manufacturing - Paper and paper products,water
584,Mm3,Water Consumption Blue - Manufacturing - Printed matter and recorded media (22),water
585,Mm3,"Water Consumption Blue - Manufacturing - Plastics, basic",water
586,Mm3,"Water Consumption Blue - Manufacturing - Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",water
587,Mm3,Water Consumption Blue - Manufacturing - N-fertiliser,water
588,Mm3,Water Consumption Blue - Manufacturing - P- and other fertiliser,water
589,Mm3,Water Consumption Blue - Manufacturing - Chemicals nec,water
590,Mm3,Water Consumption Blue - Manufacturing - Rubber and plastic products (25),water
591,Mm3,Water Consumption Blue - Manufacturing - Glass and glass products,water
592,Mm3,"Water Consumption Blue - Manufacturing - Secondary glass for treatment, Re-processing of secondary glass into new glass",water
593,Mm3,Water Consumption Blue - Manufacturing - Ceramic goods,water
594,Mm3,"Water Consumption Blue - Manufacturing - Bricks, tiles and construction products, in baked clay",water
595,Mm3,"Water Consumption Blue - Manufacturing - Cement, lime and plaster",water
596,Mm3,"Water Consumption Blue - Manufacturing - Ash for treatment, Re-processing of ash into clinker",water
597,Mm3,Water Consumption Blue - Manufacturing - Other non-metallic mineral products,water
598,Mm3,Water Consumption Blue - Manufacturing - Basic iron and steel and of ferro-alloys and first products thereof,water
599,Mm3,"Water Consumption Blue - Manufacturing - Secondary steel for treatment, Re-processing of secondary steel into new steel",water
600,Mm3,Water Consumption Blue - Manufacturing - Precious metals,water
601,Mm3,"Water Consumption Blue - Manufacturing - Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",water
602,Mm3,Water Consumption Blue - Manufacturing - Aluminium and aluminium products,water
603,Mm3,"Water Consumption Blue - Manufacturing - Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",water
604,Mm3,"Water Consumption Blue - Manufacturing - Lead, zinc and tin and products thereof",water
605,Mm3,"Water Consumption Blue - Manufacturing - Secondary lead for treatment, Re-processing of secondary lead into new lead",water
606,Mm3,Water Consumption Blue - Manufacturing - Copper products,water
607,Mm3,"Water Consumption Blue - Manufacturing - Secondary copper for treatment, Re-processing of secondary copper into new copper",water
608,Mm3,Water Consumption Blue - Manufacturing - Other non-ferrous metal products,water
609,Mm3,"Water Consumption Blue - Manufacturing - Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",water
610,Mm3,"Water Consumption Blue - Manufacturing - Fabricated metal products, except machinery and equipment (28)",water
611,Mm3,Water Consumption Blue - Manufacturing - Machinery and equipment n.e.c. (29),water
612,Mm3,Water Consumption Blue - Manufacturing - Office machinery and computers (30),water
613,Mm3,Water Consumption Blue - Manufacturing - Electrical machinery and apparatus n.e.c. (31),water
614,Mm3,"Water Consumption Blue - Manufacturing - Radio, television and communication equipment and apparatus (32)",water
615,Mm3,"Water Consumption Blue - Manufacturing - Medical, precision and optical instruments, watches and clocks (33)",water
616,Mm3,"Water Consumption Blue - Manufacturing - Motor vehicles, trailers and semi-trailers (34)",water
617,Mm3,Water Consumption Blue - Manufacturing - Other transport equipment (35),water
618,Mm3,Water Consumption Blue - Manufacturing - Furniture; other manufactured goods n.e.c. (36),water
619,Mm3,Water Consumption Blue - Electricity - tower - Electricity by coal,water
620,Mm3,Water Consumption Blue - Electricity - tower - Electricity by gas,water
621,Mm3,Water Consumption Blue - Electricity - tower - Electricity by nuclear,water
622,Mm3,Water Consumption Blue - Electricity - tower - Electricity by hydro,water
623,Mm3,Water Consumption Blue - Electricity - tower - Electricity by wind,water
624,Mm3,Water Consumption Blue - Electricity - tower - Electricity by petroleum and other oil derivatives,water
625,Mm3,Water Consumption Blue - Electricity - tower - Electricity by biomass and waste,water
626,Mm3,Water Consumption Blue - Electricity - tower - Electricity by solar photovoltaic,water
627,Mm3,Water Consumption Blue - Electricity - tower - Electricity by solar thermal,water
628,Mm3,"Water Consumption Blue - Electricity - tower - Electricity by tide, wave, ocean",water
629,Mm3,Water Consumption Blue - Electricity - tower - Electricity by Geothermal,water
630,Mm3,Water Consumption Blue - Electricity - tower - Electricity nec,water
631,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by coal,water
632,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by gas,water
633,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by nuclear,water
634,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by hydro,water
635,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by wind,water
636,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by petroleum and other oil derivatives,water
637,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by biomass and waste,water
638,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by solar photovoltaic,water
639,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by solar thermal,water
640,Mm3,"Water Consumption Blue - Electricity - once-through - Electricity by tide, wave, ocean",water
641,Mm3,Water Consumption Blue - Electricity - once-through - Electricity by Geothermal,water
642,Mm3,Water Consumption Blue - Electricity - once-through - Electricity nec,water
643,Mm3,Water Consumption Blue - Domestic - domestic Water Consumption Blue,water
644,Mm3,Water Withdrawal Blue - Manufacturing - Products of meat cattle,water
645,Mm3,Water Withdrawal Blue - Manufacturing - Products of meat pigs,water
646,Mm3,Water Withdrawal Blue - Manufacturing - Products of meat poultry,water
647,Mm3,Water Withdrawal Blue - Manufacturing - Meat products nec,water
648,Mm3,Water Withdrawal Blue - Manufacturing - products of Vegetable oils and fats,water
649,Mm3,Water Withdrawal Blue - Manufacturing - Dairy products,water
650,Mm3,Water Withdrawal Blue - Manufacturing - Processed rice,water
651,Mm3,Water Withdrawal Blue - Manufacturing - Sugar,water
652,Mm3,Water Withdrawal Blue - Manufacturing - Food products nec,water
653,Mm3,Water Withdrawal Blue - Manufacturing - Beverages,water
654,Mm3,Water Withdrawal Blue - Manufacturing - Fish products,water
655,Mm3,Water Withdrawal Blue - Manufacturing - Tobacco products (16),water
656,Mm3,Water Withdrawal Blue - Manufacturing - Textiles (17),water
657,Mm3,Water Withdrawal Blue - Manufacturing - Wearing apparel; furs (18),water
658,Mm3,Water Withdrawal Blue - Manufacturing - Leather and leather products (19),water
659,Mm3,Water Withdrawal Blue - Manufacturing - Pulp,water
660,Mm3,"Water Withdrawal Blue - Manufacturing - Secondary paper for treatment, Re-processing of secondary paper into new pulp",water
661,Mm3,Water Withdrawal Blue - Manufacturing - Paper and paper products,water
662,Mm3,Water Withdrawal Blue - Manufacturing - Printed matter and recorded media (22),water
663,Mm3,"Water Withdrawal Blue - Manufacturing - Plastics, basic",water
664,Mm3,"Water Withdrawal Blue - Manufacturing - Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",water
665,Mm3,Water Withdrawal Blue - Manufacturing - N-fertiliser,water
666,Mm3,Water Withdrawal Blue - Manufacturing - P- and other fertiliser,water
667,Mm3,Water Withdrawal Blue - Manufacturing - Chemicals nec,water
668,Mm3,Water Withdrawal Blue - Manufacturing - Rubber and plastic products (25),water
669,Mm3,Water Withdrawal Blue - Manufacturing - Glass and glass products,water
670,Mm3,"Water Withdrawal Blue - Manufacturing - Secondary glass for treatment, Re-processing of secondary glass into new glass",water
671,Mm3,Water Withdrawal Blue - Manufacturing - Ceramic goods,water
672,Mm3,"Water Withdrawal Blue - Manufacturing - Bricks, tiles and construction products, in baked clay",water
673,Mm3,"Water Withdrawal Blue - Manufacturing - Cement, lime and plaster",water
674,Mm3,"Water Withdrawal Blue - Manufacturing - Ash for treatment, Re-processing of ash into clinker",water
675,Mm3,Water Withdrawal Blue - Manufacturing - Other non-metallic mineral products,water
676,Mm3,Water Withdrawal Blue - Manufacturing - Basic iron and steel and of ferro-alloys and first products thereof,water
677,Mm3,"Water Withdrawal Blue - Manufacturing - Secondary steel for treatment, Re-processing of secondary steel into new steel",water
678,Mm3,Water Withdrawal Blue - Manufacturing - Precious metals,water
679,Mm3,"Water Withdrawal Blue - Manufacturing - Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",water
680,Mm3,Water Withdrawal Blue - Manufacturing - Aluminium and aluminium products,water
681,Mm3,"Water Withdrawal Blue - Manufacturing - Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",water
682,Mm3,"Water Withdrawal Blue - Manufacturing - Lead, zinc and tin and products thereof",water
683,Mm3,"Water Withdrawal Blue - Manufacturing - Secondary lead for treatment, Re-processing of secondary lead into new lead",water
684,Mm3,Water Withdrawal Blue - Manufacturing - Copper products,water
685,Mm3,"Water Withdrawal Blue - Manufacturing - Secondary copper for treatment, Re-processing of secondary copper into new copper",water
686,Mm3,Water Withdrawal Blue - Manufacturing - Other non-ferrous metal products,water
687,Mm3,"Water Withdrawal Blue - Manufacturing - Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",water
688,Mm3,"Water Withdrawal Blue - Manufacturing - Fabricated metal products, except machinery and equipment (28)",water
689,Mm3,Water Withdrawal Blue - Manufacturing - Machinery and equipment n.e.c. (29),water
690,Mm3,Water Withdrawal Blue - Manufacturing - Office machinery and computers (30),water
691,Mm3,Water Withdrawal Blue - Manufacturing - Electrical machinery and apparatus n.e.c. (31),water
692,Mm3,"Water Withdrawal Blue - Manufacturing - Radio, television and communication equipment and apparatus (32)",water
693,Mm3,"Water Withdrawal Blue - Manufacturing - Medical, precision and optical instruments, watches and clocks (33)",water
694,Mm3,"Water Withdrawal Blue - Manufacturing - Motor vehicles, trailers and semi-trailers (34)",water
695,Mm3,Water Withdrawal Blue - Manufacturing - Other transport equipment (35),water
696,Mm3,Water Withdrawal Blue - Manufacturing - Furniture; other manufactured goods n.e.c. (36),water
697,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by coal,water
698,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by gas,water
699,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by nuclear,water
700,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by hydro,water
701,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by wind,water
702,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by petroleum and other oil derivatives,water
703,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by biomass and waste,water
704,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by solar photovoltaic,water
705,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by solar thermal,water
706,Mm3,"Water Withdrawal Blue - Electricity - tower - Electricity by tide, wave, ocean",water
707,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity by Geothermal,water
708,Mm3,Water Withdrawal Blue - Electricity - tower - Electricity nec,water
709,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by coal,water
710,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by gas,water
711,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by nuclear,water
712,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by hydro,water
713,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by wind,water
714,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by petroleum and other oil derivatives,water
715,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by biomass and waste,water
716,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by solar photovoltaic,water
717,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by solar thermal,water
718,Mm3,"Water Withdrawal Blue - Electricity - once-through - Electricity by tide, wave, ocean",water
719,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity by Geothermal,water
720,Mm3,Water Withdrawal Blue - Electricity - once-through - Electricity nec,water
721,Mm3,Water Withdrawal Blue - Domestic - domestic Water Withdrawal Blue,water
