trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,material,water,CO2_total,impact_intensity
14686,2022,DE,DE,PUBLI,BEVER,258.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15951,2022,DE,DE,RESEA,COMPU,258.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19506,2022,DE,DE,WHOLE,BRICK,258.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13857,2022,DE,DE,PLAST,HEALT,258.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3872,2022,DE,DE,DIST1,BEVER,258.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3889,2022,DE,DE,DIST1,COLLE,256.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15864,2022,DE,DE,RENTI,NONME,256.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5963,2022,DE,DE,FABRI,LIGNI,256.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5764,2022,DE,DE,ELECT,ELEC1,255.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4049,2022,DE,DE,DISTR,CONST,254.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1904,2022,DE,DE,BUSIN,LEATH,254.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7856,2022,DE,DE,GASDI,PLAST,254.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3864,2022,DE,DE,DIST1,93197,254.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16070,2022,DE,DE,RETA1,AUXIL,254.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9421,2022,DE,DE,LANDT,GLASS,253.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17882,2022,DE,DE,SUPPO,PAPER,253.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19638,2022,DE,DE,WHOLE,TOBAC,253.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3880,2022,DE,DE,DIST1,BUSIN,253.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3141,2022,DE,DE,COMPU,HOTEL,253.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10377,2022,DE,DE,MACHI,FORES,253.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14098,2022,DE,DE,POSTT,TRANS,252.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3211,2022,DE,DE,COMPU,SANDC,252.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,2022,DE,DE,AIRTR,FURNI,251.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6047,2022,DE,DE,FABRI,WOODW,251.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10785,2022,DE,DE,MEATP,FOOD5,251.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14734,2022,DE,DE,PUBLI,FOODW,251.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3361,2022,DE,DE,CONST,RAILW,251.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11911,2022,DE,DE,NONME,CEMEN,251.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9010,2022,DE,DE,INSUR,SEWAG,250.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7233,2022,DE,DE,FOODW,INTER,250.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17179,2022,DE,DE,SEWAG,INTER,250.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14778,2022,DE,DE,PUBLI,OILHA,250.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17223,2022,DE,DE,SEWAG,PLAST,250.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4291,2022,DE,DE,EDUCA,POSTT,250.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16550,2022,DE,DE,SALEM,BUSIN,250.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6067,2022,DE,DE,FINAN,CEMEN,250.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16278,2022,DE,DE,RETAI,HOTEL,249.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14781,2022,DE,DE,PUBLI,PAPE1,248.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9582,2022,DE,DE,LEAD1,LEAD1,248.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18492,2022,DE,DE,TRAN1,MACHI,247.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8975,2022,DE,DE,INSUR,PAPE1,247.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8984,2022,DE,DE,INSUR,PLAS1,247.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7583,2022,DE,DE,FOUND,TRANS,246.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7744,2022,DE,DE,FURNI,WEARI,246.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3475,2022,DE,DE,COPP1,MACHI,246.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15786,2022,DE,DE,RENTI,CATTL,245.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17901,2022,DE,DE,SUPPO,RECRE,245.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6203,2022,DE,DE,FINAN,WEARI,245.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3134,2022,DE,DE,COMPU,FOUND,244.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3908,2022,DE,DE,DIST1,ELEC8,244.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13162,2022,DE,DE,PAPER,CHEM1,243.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13956,2022,DE,DE,POSTT,BASIC,243.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6017,2022,DE,DE,FABRI,RETA1,243.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16444,2022,DE,DE,RUBBE,LANDT,243.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15129,2022,DE,DE,RAILW,CHEM1,243.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16310,2022,DE,DE,RETAI,OFFIC,242.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16119,2022,DE,DE,RETA1,FOUND,241.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,2022,DE,DE,AIRTR,WHOLE,241.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,2022,DE,DE,ALUM1,BASIC,241.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12326,2022,DE,DE,OILHA,PLAST,241.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1928,2022,DE,DE,BUSIN,OILSE,240.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8972,2022,DE,DE,INSUR,OILHA,240.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14073,2022,DE,DE,POSTT,REALE,240.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13538,2022,DE,DE,PLAS1,FOODW,240.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3399,2022,DE,DE,CONST,WOODW,239.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10419,2022,DE,DE,MACHI,OFFIC,239.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5884,2022,DE,DE,ELECT,WOODW,238.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8920,2022,DE,DE,INSUR,FABRI,238.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5273,2022,DE,DE,ELEC5,WHEAT,237.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12282,2022,DE,DE,OILHA,INTER,237.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15097,2022,DE,DE,RADIO,TRANS,237.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3711,2022,DE,DE,CRUDE,LIGNI,237.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16587,2022,DE,DE,SALEM,FOOD5,237.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9033,2022,DE,DE,INSUR,WOODW,236.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4793,2022,DE,DE,ELEC2,RUBBE,236.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4750,2022,DE,DE,ELEC2,MOTO1,236.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17243,2022,DE,DE,SEWAG,RUBBE,236.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15471,2022,DE,DE,REALE,TEXTI,235.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19786,2022,DE,DE,WOOD1,RUBBE,235.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15069,2022,DE,DE,RADIO,PUBLI,235.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8463,2022,DE,DE,HOTEL,FABRI,235.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14409,2022,DE,DE,PRINT,INSUR,234.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10412,2022,DE,DE,MACHI,NATUR,233.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3911,2022,DE,DE,DIST1,FINAN,233.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11124,2022,DE,DE,MEMBE,RESEA,233.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15484,2022,DE,DE,REALE,WOOD1,233.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9042,2022,DE,DE,INTER,BASIC,233.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6186,2022,DE,DE,FINAN,SEWAG,233.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5232,2022,DE,DE,ELEC5,PLAST,233.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1967,2022,DE,DE,BUSIN,STONE,233.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17067,2022,DE,DE,SECO9,PAPER,233.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,2022,DE,DE,BASIC,RESEA,232.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,2022,DE,DE,CHEM1,BASIC,232.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14470,2022,DE,DE,PRINT,RENTI,232.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15327,2022,DE,DE,REALE,AIRTR,231.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9090,2022,DE,DE,INTER,FOOD5,230.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6151,2022,DE,DE,FINAN,PAPE1,230.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15383,2022,DE,DE,REALE,FOUND,230.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6160,2022,DE,DE,FINAN,PLAS1,230.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16526,2022,DE,DE,RUBBE,WEARI,230.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2552,2022,DE,DE,CHEM1,OFFIC,229.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4048,2022,DE,DE,DISTR,COMPU,229.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16129,2022,DE,DE,RETA1,INSUR,229.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3356,2022,DE,DE,CONST,PRINT,228.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5817,2022,DE,DE,ELECT,NATUR,228.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3359,2022,DE,DE,CONST,PULP5,227.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14346,2022,DE,DE,PRINT,AUXIL,227.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,2022,DE,DE,COMPU,DISTR,227.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11084,2022,DE,DE,MEMBE,MOTO1,227.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16595,2022,DE,DE,SALEM,HEALT,226.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17824,2022,DE,DE,SUPPO,FISH5,226.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14496,2022,DE,DE,PRINT,WEARI,225.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4669,2022,DE,DE,ELEC2,ALUM1,224.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17421,2022,DE,DE,STONE,CEMEN,224.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14704,2022,DE,DE,PUBLI,COLLE,224.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6148,2022,DE,DE,FINAN,OILHA,224.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4709,2022,DE,DE,ELEC2,FABRI,224.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12140,2022,DE,DE,OFFIC,MOTO1,223.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10466,2022,DE,DE,MACHI,TEXTI,223.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16388,2022,DE,DE,RUBBE,BUSIN,222.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4275,2022,DE,DE,EDUCA,OFFIC,222.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,2022,DE,DE,ALUM1,FURNI,221.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16612,2022,DE,DE,SALEM,MACHI,221.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11068,2022,DE,DE,MEMBE,LANDT,221.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6024,2022,DE,DE,FABRI,SEWAG,221.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17592,2022,DE,DE,SUGA1,HOTEL,220.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6852,2022,DE,DE,FOOD3,RUBBE,219.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11508,2022,DE,DE,NAPHT,GASDI,219.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7056,2022,DE,DE,FOOD5,CHEM1,219.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5731,2022,DE,DE,ELECT,ALUM1,219.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19773,2022,DE,DE,WOOD1,PUBLI,219.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5757,2022,DE,DE,ELECT,CRUDE,218.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5989,2022,DE,DE,FABRI,PAPE1,218.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7052,2022,DE,DE,FOOD5,CATTL,217.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18523,2022,DE,DE,TRAN1,PLAST,217.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11984,2022,DE,DE,NONME,NONME,217.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5998,2022,DE,DE,FABRI,PLAS1,217.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17925,2022,DE,DE,SUPPO,TRANS,217.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12346,2022,DE,DE,OILHA,RUBBE,217.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7974,2022,DE,DE,GLASS,CHEM1,216.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18428,2022,DE,DE,TRAN1,BKBPE,216.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14839,2022,DE,DE,PUBLI,WOODW,216.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,2022,DE,DE,ADDIT,LIGNI,216.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15541,2022,DE,DE,RECRE,FOOD5,215.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5919,2022,DE,DE,FABRI,DIST1,215.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7866,2022,DE,DE,GASDI,RAWMI,215.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14548,2022,DE,DE,PRIVA,FORES,214.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7862,2022,DE,DE,GASDI,PUBLI,214.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6628,2022,DE,DE,FOOD2,INTER,214.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6926,2022,DE,DE,FOOD4,FABRI,214.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6057,2022,DE,DE,FINAN,BEVER,214.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7302,2022,DE,DE,FOODW,SEWAG,213.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17248,2022,DE,DE,SEWAG,SEWAG,213.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2069,2022,DE,DE,CEMEN,DIST1,213.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11408,2022,DE,DE,MOTOR,NUCLE,213.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2970,2022,DE,DE,COLLE,FOOD5,213.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9100,2022,DE,DE,INTER,HOTEL,213.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1905,2022,DE,DE,BUSIN,LIGNI,213.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1914,2022,DE,DE,BUSIN,MEATP,212.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2915,2022,DE,DE,COLLE,93197,212.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,2022,DE,DE,93197,RECRE,212.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7266,2022,DE,DE,FOODW,PAPE1,212.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17212,2022,DE,DE,SEWAG,PAPE1,212.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7275,2022,DE,DE,FOODW,PLAS1,212.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17221,2022,DE,DE,SEWAG,PLAS1,212.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5986,2022,DE,DE,FABRI,OILHA,212.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,2022,DE,DE,93197,RETA1,212.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18544,2022,DE,DE,TRAN1,SANDC,212.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2978,2022,DE,DE,COLLE,HEALT,211.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9123,2022,DE,DE,INTER,MOTO1,211.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5984,2022,DE,DE,FABRI,NUCLE,211.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,2022,DE,DE,ADDIT,LANDT,211.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17924,2022,DE,DE,SUPPO,TRAN2,210.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,2022,DE,DE,BUSIN,ELEC2,210.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,2022,DE,DE,CHEM1,NONME,210.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,2022,DE,DE,AIRTR,LANDT,210.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6201,2022,DE,DE,FINAN,VEGET,209.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9492,2022,DE,DE,LANDT,SALEM,209.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14400,2022,DE,DE,PRINT,FURNI,209.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8094,2022,DE,DE,GLASS,TEXTI,209.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5787,2022,DE,DE,ELECT,GLASS,208.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8320,2022,DE,DE,HEAVY,GLASS,208.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,2022,DE,DE,BIODI,HEALT,208.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1881,2022,DE,DE,BUSIN,FOOD3,207.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15985,2022,DE,DE,RESEA,INTER,206.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15611,2022,DE,DE,RECRE,RESEA,205.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14036,2022,DE,DE,POSTT,MEMBE,205.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12578,2022,DE,DE,PAPE1,FOODW,205.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7263,2022,DE,DE,FOODW,OILHA,205.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15795,2022,DE,DE,RENTI,COLLE,205.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17209,2022,DE,DE,SEWAG,OILHA,205.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13641,2022,DE,DE,PLAS1,WOOD1,205.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18142,2022,DE,DE,TEXT2,FABRI,205.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14793,2022,DE,DE,PUBLI,POSTT,204.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6188,2022,DE,DE,FINAN,STONE,204.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4742,2022,DE,DE,ELEC2,MACHI,203.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
959,2022,DE,DE,BASIC,SALEM,203.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3028,2022,DE,DE,COLLE,PLAST,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12351,2022,DE,DE,OILHA,SEWAG,202.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8062,2022,DE,DE,GLASS,PLAST,202.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15188,2022,DE,DE,RAILW,MEMBE,202.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16600,2022,DE,DE,SALEM,INTER,202.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17494,2022,DE,DE,STONE,NONME,201.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9327,2022,DE,DE,KEROS,HEAVY,201.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15777,2022,DE,DE,RENTI,BEVER,201.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12099,2022,DE,DE,OFFIC,FABRI,201.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16109,2022,DE,DE,RETA1,FINAN,201.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13570,2022,DE,DE,PLAS1,MOTO1,201.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14396,2022,DE,DE,PRINT,FOOD5,201.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18598,2022,DE,DE,TRAN2,CRUDE,201.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12315,2022,DE,DE,OILHA,PAPE1,201.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12324,2022,DE,DE,OILHA,PLAS1,201.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12079,2022,DE,DE,OFFIC,COMPU,200.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6247,2022,DE,DE,FISH5,HEALT,200.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16514,2022,DE,DE,RUBBE,SUPPO,199.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3923,2022,DE,DE,DIST1,GASDI,199.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15377,2022,DE,DE,REALE,FOOD2,197.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7765,2022,DE,DE,GASDI,BUSIN,197.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6679,2022,DE,DE,FOOD2,PUBLI,197.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2430,2022,DE,DE,CEREA,POULT,197.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6032,2022,DE,DE,FABRI,TEXTI,197.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5899,2022,DE,DE,FABRI,BKBPE,196.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16088,2022,DE,DE,RETA1,COLLE,196.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7277,2022,DE,DE,FOODW,PLAST,196.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,2022,DE,DE,BUSIN,BRICK,196.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2482,2022,DE,DE,CHEM1,CEMEN,195.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2347,2022,DE,DE,CEREA,BEVER,195.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3388,2022,DE,DE,CONST,TRANS,195.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19177,2022,DE,DE,WASTE,RUBBE,195.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16532,2022,DE,DE,RUBBE,WOODW,195.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,2022,DE,DE,BEVER,RAWMI,195.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5749,2022,DE,DE,ELECT,CHEM1,195.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8900,2022,DE,DE,INSUR,COMPU,195.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5151,2022,DE,DE,ELEC5,CONST,194.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12312,2022,DE,DE,OILHA,OILHA,194.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17032,2022,DE,DE,SECO9,FOUND,194.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2508,2022,DE,DE,CHEM1,FABRI,194.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15198,2022,DE,DE,RAILW,NUCLE,193.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
