trade_id,year,region1,region2,industry1,industry2,amount,total_level,factor_count,unique_factors,air_emissions,material,water,CO2_total,impact_intensity
16802,2022,DE,DE,SANDC,PLAST,187.91,96556055.417,1.0,1.0,0.0,96556055.417,0.0,0.0,513842.027657
16769,2022,DE,DE,SANDC,MACHI,160.06,82245410.166,1.0,1.0,0.0,82245410.166,0.0,0.0,513841.123116
16711,2022,DE,DE,SANDC,CERAM,142.7,73326709.514,1.0,1.0,0.0,73326709.514,0.0,0.0,513852.204022
16845,2022,DE,DE,SANDC,WHOLE,140.29,72090885.908,1.0,1.0,0.0,72090885.908,0.0,0.0,513870.453404
16708,2022,DE,DE,SANDC,BUSIN,125.26,64365574.234,1.0,1.0,0.0,64365574.234,0.0,0.0,513855.773862
16707,2022,DE,DE,SANDC,BRICK,66.82,34333366.116,1.0,1.0,0.0,34333366.116,0.0,0.0,513818.70871
16738,2022,DE,DE,SANDC,ELECT,62.58,32158660.106,1.0,1.0,0.0,32158660.106,0.0,0.0,513880.794279
16839,2022,DE,DE,SANDC,VEGE1,57.47,29533607.009,1.0,1.0,0.0,29533607.009,0.0,0.0,513896.06767
16784,2022,DE,DE,SANDC,NONME,54.2,27850613.124,1.0,1.0,0.0,27850613.124,0.0,0.0,513848.950627
16714,2022,DE,DE,SANDC,CHEM1,49.87,25628216.259,1.0,1.0,0.0,25628216.259,0.0,0.0,513900.466393
16777,2022,DE,DE,SANDC,MOTO1,43.25,22225468.848,1.0,1.0,0.0,22225468.848,0.0,0.0,513883.672786
16700,2022,DE,DE,SANDC,BEVER,25.7,13204625.387,1.0,1.0,0.0,13204625.387,0.0,0.0,513798.653191
16813,2022,DE,DE,SANDC,REALE,24.84,12762270.595,1.0,1.0,0.0,12762270.595,0.0,0.0,513779.009461
16749,2022,DE,DE,SANDC,FURNI,23.53,12088714.825,1.0,1.0,0.0,12088714.825,0.0,0.0,513757.536124
3592,2022,DE,DE,CROPS,FOOD5,230.55,10397449.749,1.0,1.0,0.0,0.0,10397449.749,0.0,45098.459115
16699,2022,DE,DE,SANDC,BASIC,16.56,8511356.218,1.0,1.0,0.0,8511356.218,0.0,0.0,513970.786111
16758,2022,DE,DE,SANDC,INTER,16.25,8349565.356,1.0,1.0,0.0,8349565.356,0.0,0.0,513819.406523
16834,2022,DE,DE,SANDC,TOBAC,15.3,7861910.69,1.0,1.0,0.0,7861910.69,0.0,0.0,513850.371895
16824,2022,DE,DE,SANDC,SECO9,14.97,7692834.465,1.0,1.0,0.0,7692834.465,0.0,0.0,513883.397796
16739,2022,DE,DE,SANDC,FABRI,14.17,7282498.915,1.0,1.0,0.0,7282498.915,0.0,0.0,513937.820395
16725,2022,DE,DE,SANDC,DIST1,12.87,6613004.755,1.0,1.0,0.0,6613004.755,0.0,0.0,513830.983294
3567,2022,DE,DE,CROPS,CATTL,130.6,5890083.45,1.0,1.0,0.0,0.0,5890083.45,0.0,45100.179556
3560,2022,DE,DE,CROPS,BEVER,126.73,5715258.474,1.0,1.0,0.0,0.0,5715258.474,0.0,45097.912681
16748,2022,DE,DE,SANDC,FOUND,10.87,5584453.727,1.0,1.0,0.0,5584453.727,0.0,0.0,513749.192916
16745,2022,DE,DE,SANDC,FOOD5,10.75,5522023.906,1.0,1.0,0.0,5522023.906,0.0,0.0,513676.642419
16818,2022,DE,DE,SANDC,RESEA,10.54,5414906.171,1.0,1.0,0.0,5414906.171,0.0,0.0,513748.213567
16825,2022,DE,DE,SANDC,SEWAG,9.22,4736778.182,1.0,1.0,0.0,4736778.182,0.0,0.0,513750.345119
16726,2022,DE,DE,SANDC,DISTR,9.17,4712554.476,1.0,1.0,0.0,4712554.476,0.0,0.0,513909.975573
